nodes,total,in_o0,in_o1,in_o2,exec_o0,exec_o1,exec_o2,out_o0,out_o1,out_o2,critical_path,openmm_stor,aggregate_stor,training_stor,inference_stor,in_openmm,read_openmm,write_openmm,out_openmm,in_aggregate,read_aggregate,write_aggregate,out_aggregate,in_training,read_training,write_training,out_training,in_inference,read_inference,write_inference,out_inference
2,17.377347660275422,0.0,0.9809230290601364,0.1088741391717016,0.3225712701974376,15.228001427496338,0.4303109022903254,0.1954343015518247,0.0,0.1112325905076594,read_openmm(6)->write_openmm(6)->stage_out_openmm(6)->stage_in_training(34)->read_training(1)->write_training(1)->stage_in_inference(4)->read_inference(1)->write_inference(1)->stage_out_inference(4),beegfs,ssd,ssd,tmpfs,-,0.161286,0.161286,0.195434,0.053233,0.268205,0.102143,-,0.980923,0.669291,14.558711,-,0.108874,0.215155,0.215155,0.111233
1,17.433226395778483,0.0,0.9809230290601364,0.1088741391717016,0.3784500057004986,15.228001427496338,0.4303109022903254,0.1954343015518247,0.0,0.1112325905076594,read_openmm(12)->write_openmm(12)->stage_out_openmm(6)->stage_in_training(34)->read_training(1)->write_training(1)->stage_in_inference(4)->read_inference(1)->write_inference(1)->stage_out_inference(4),beegfs,beegfs,ssd,tmpfs,-,0.189225,0.189225,0.195434,-,0.740471,0.067429,-,0.980923,0.669291,14.558711,-,0.108874,0.215155,0.215155,0.111233
1,17.433226395778483,0.0,0.9809230290601364,0.1088741391717016,0.3784500057004986,15.228001427496338,0.4303109022903254,0.1954343015518247,0.0,0.1112325905076594,read_openmm(12)->write_openmm(12)->stage_out_openmm(6)->stage_in_training(34)->read_training(1)->write_training(1)->stage_in_inference(4)->read_inference(1)->write_inference(1)->stage_out_inference(4),beegfs,ssd,ssd,tmpfs,-,0.189225,0.189225,0.195434,0.053233,0.268205,0.102143,-,0.980923,0.669291,14.558711,-,0.108874,0.215155,0.215155,0.111233
4,17.759448517793388,0.0,0.9809230290601364,0.0,0.2356868640346832,15.228001427496338,1.2761856469925568,0.0386515502096744,0.0,0.0,read_openmm(3)->write_openmm(3)->stage_out_openmm(24)->stage_in_training(34)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,beegfs,ssd,beegfs,-,0.117843,0.117843,0.038652,-,0.740471,0.067429,-,0.980923,0.669291,14.558711,-,-,0.638093,0.638093,-
4,17.759448517793388,0.0,0.9809230290601364,0.0,0.2356868640346832,15.228001427496338,1.2761856469925568,0.0386515502096744,0.0,0.0,read_openmm(3)->write_openmm(3)->stage_out_openmm(24)->stage_in_training(34)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,ssd,ssd,beegfs,-,0.117843,0.117843,0.038652,0.053233,0.268205,0.102143,-,0.980923,0.669291,14.558711,-,-,0.638093,0.638093,-
2,17.846332923956144,0.0,0.9809230290601364,0.0,0.3225712701974376,15.228001427496338,1.2761856469925568,0.0386515502096744,0.0,0.0,read_openmm(6)->write_openmm(6)->stage_out_openmm(24)->stage_in_training(34)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,beegfs,ssd,beegfs,-,0.161286,0.161286,0.038652,-,0.740471,0.067429,-,0.980923,0.669291,14.558711,-,-,0.638093,0.638093,-
2,17.846332923956144,0.0,0.9809230290601364,0.0,0.3225712701974376,15.228001427496338,1.2761856469925568,0.0386515502096744,0.0,0.0,read_openmm(6)->write_openmm(6)->stage_out_openmm(24)->stage_in_training(34)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,ssd,ssd,beegfs,-,0.161286,0.161286,0.038652,0.053233,0.268205,0.102143,-,0.980923,0.669291,14.558711,-,-,0.638093,0.638093,-
1,17.902211659459205,0.0,0.9809230290601364,0.0,0.3784500057004986,15.228001427496338,1.2761856469925568,0.0386515502096744,0.0,0.0,read_openmm(12)->write_openmm(12)->stage_out_openmm(24)->stage_in_training(34)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,beegfs,ssd,beegfs,-,0.189225,0.189225,0.038652,-,0.740471,0.067429,-,0.980923,0.669291,14.558711,-,-,0.638093,0.638093,-
1,17.902211659459205,0.0,0.9809230290601364,0.0,0.3784500057004986,15.228001427496338,1.2761856469925568,0.0386515502096744,0.0,0.0,read_openmm(12)->write_openmm(12)->stage_out_openmm(24)->stage_in_training(34)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),beegfs,ssd,ssd,beegfs,-,0.189225,0.189225,0.038652,0.053233,0.268205,0.102143,-,0.980923,0.669291,14.558711,-,-,0.638093,0.638093,-
4,18.20149513951955,0.0386515502096744,0.0,0.0,0.5157529127306588,15.228001427496338,0.4611885217184416,1.885207590547096,0.0,0.0726931368173446,stage_in_openmm(24)->read_openmm(3)->write_openmm(3)->stage_out_openmm(24)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(13),ssd,ssd,ssd,ssd,0.038652,0.257876,0.257876,1.885208,-,0.268205,0.102143,-,-,0.669291,14.558711,-,-,0.230594,0.230594,0.072693
2,18.69156987391267,0.0386515502096744,0.0,0.0,1.0058276471237744,15.228001427496338,0.4611885217184416,1.885207590547096,0.0,0.0726931368173446,stage_in_openmm(24)->read_openmm(6)->write_openmm(6)->stage_out_openmm(24)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(13),ssd,ssd,ssd,ssd,0.038652,0.502914,0.502914,1.885208,-,0.268205,0.102143,-,-,0.669291,14.558711,-,-,0.230594,0.230594,0.072693
1,18.86208455186989,0.0386515502096744,0.0,0.0,1.1763423250809963,15.228001427496338,0.4611885217184416,1.885207590547096,0.0,0.0726931368173446,stage_in_openmm(24)->read_openmm(12)->write_openmm(12)->stage_out_openmm(24)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(13),ssd,ssd,ssd,ssd,0.038652,0.588171,0.588171,1.885208,-,0.268205,0.102143,-,-,0.669291,14.558711,-,-,0.230594,0.230594,0.072693
4,18.943799127976327,0.0386515502096744,0.0,0.0,0.5157529127306588,15.228001427496338,1.2761856469925568,1.885207590547096,0.0,0.0,stage_in_openmm(24)->read_openmm(3)->write_openmm(3)->stage_out_openmm(24)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,ssd,ssd,beegfs,0.038652,0.257876,0.257876,1.885208,-,0.268205,0.102143,-,-,0.669291,14.558711,-,-,0.638093,0.638093,-
4,19.182418168579687,0.0386515502096744,0.9809230290601364,0.0,0.5157529127306588,15.228001427496338,0.4611885217184416,1.885207590547096,0.0,0.0726931368173446,stage_in_openmm(24)->read_openmm(3)->write_openmm(3)->stage_out_openmm(24)->stage_in_training(34)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(13),ssd,beegfs,ssd,ssd,0.038652,0.257876,0.257876,1.885208,-,0.740471,0.067429,-,0.980923,0.669291,14.558711,-,-,0.230594,0.230594,0.072693
2,19.433873862369442,0.0386515502096744,0.0,0.0,1.0058276471237744,15.228001427496338,1.2761856469925568,1.885207590547096,0.0,0.0,stage_in_openmm(24)->read_openmm(6)->write_openmm(6)->stage_out_openmm(24)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,ssd,ssd,beegfs,0.038652,0.502914,0.502914,1.885208,-,0.268205,0.102143,-,-,0.669291,14.558711,-,-,0.638093,0.638093,-
1,19.604388540326664,0.0386515502096744,0.0,0.0,1.1763423250809963,15.228001427496338,1.2761856469925568,1.885207590547096,0.0,0.0,stage_in_openmm(24)->read_openmm(12)->write_openmm(12)->stage_out_openmm(24)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,ssd,ssd,beegfs,0.038652,0.588171,0.588171,1.885208,-,0.268205,0.102143,-,-,0.669291,14.558711,-,-,0.638093,0.638093,-
2,19.672492902972806,0.0386515502096744,0.9809230290601364,0.0,1.0058276471237744,15.228001427496338,0.4611885217184416,1.885207590547096,0.0,0.0726931368173446,stage_in_openmm(24)->read_openmm(6)->write_openmm(6)->stage_out_openmm(24)->stage_in_training(34)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(13),ssd,beegfs,ssd,ssd,0.038652,0.502914,0.502914,1.885208,-,0.740471,0.067429,-,0.980923,0.669291,14.558711,-,-,0.230594,0.230594,0.072693
1,19.843007580930028,0.0386515502096744,0.9809230290601364,0.0,1.1763423250809963,15.228001427496338,0.4611885217184416,1.885207590547096,0.0,0.0726931368173446,stage_in_openmm(24)->read_openmm(12)->write_openmm(12)->stage_out_openmm(24)->stage_in_training(34)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1)->stage_out_inference(13),ssd,beegfs,ssd,ssd,0.038652,0.588171,0.588171,1.885208,-,0.740471,0.067429,-,0.980923,0.669291,14.558711,-,-,0.230594,0.230594,0.072693
4,19.924722157036463,0.0386515502096744,0.9809230290601364,0.0,0.5157529127306588,15.228001427496338,1.2761856469925568,1.885207590547096,0.0,0.0,stage_in_openmm(24)->read_openmm(3)->write_openmm(3)->stage_out_openmm(24)->stage_in_training(34)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,beegfs,ssd,beegfs,0.038652,0.257876,0.257876,1.885208,-,0.740471,0.067429,-,0.980923,0.669291,14.558711,-,-,0.638093,0.638093,-
2,20.414796891429578,0.0386515502096744,0.9809230290601364,0.0,1.0058276471237744,15.228001427496338,1.2761856469925568,1.885207590547096,0.0,0.0,stage_in_openmm(24)->read_openmm(6)->write_openmm(6)->stage_out_openmm(24)->stage_in_training(34)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,beegfs,ssd,beegfs,0.038652,0.502914,0.502914,1.885208,-,0.740471,0.067429,-,0.980923,0.669291,14.558711,-,-,0.638093,0.638093,-
1,20.5853115693868,0.0386515502096744,0.9809230290601364,0.0,1.1763423250809963,15.228001427496338,1.2761856469925568,1.885207590547096,0.0,0.0,stage_in_openmm(24)->read_openmm(12)->write_openmm(12)->stage_out_openmm(24)->stage_in_training(34)->read_training(1)->write_training(1)->read_inference(1)->write_inference(1),ssd,beegfs,ssd,beegfs,0.038652,0.588171,0.588171,1.885208,-,0.740471,0.067429,-,0.980923,0.669291,14.558711,-,-,0.638093,0.638093,-
