nodes,total,in_o1,in_o2,in_o3,exec_o1,exec_o2,exec_o3,out_o1,out_o2,out_o3,critical_path,individuals_stor,individuals_merge_stor,sifting_stor,frequency_stor,mutation_overlap_stor,in_individuals,read_individuals,write_individuals,out_individuals,in_individuals_merge,read_individuals_merge,write_individuals_merge,out_individuals_merge,in_sifting,read_sifting,write_sifting,out_sifting,in_frequency,read_frequency,write_frequency,out_frequency,in_mutation_overlap,read_mutation_overlap,write_mutation_overlap,out_mutation_overlap,lam_read_beegfs,lam_write_beegfs,lam_read_ssd,lam_write_ssd,lam_read_tmpfs,lam_write_tmpfs,lam_in_total,lam_out_total,exec_beegfs_share,exec_local_share,movement_share,region_provisional,region
5,736.5775006302937,149.15586677519224,55.92999014817022,0.0,18.36190331294077,2.296993557969882,1.3952383857659216,133.63708675312816,375.80042169712647,0.0,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->read_frequency(2)->write_frequency(2),tmpfs,beegfs,ssd,beegfs,beegfs,149.155867,18.361113,0.00079,133.637087,0.0,0.379853,0.005983,0.0,55.92999,2.289903,0.00709,375.800422,0.0,0.994285,0.400953,0.0,0.0,0.731962,0.095951,0.0,0.994285,0.400953,2.289903,0.00709,18.361113,0.00079,205.085857,509.43750900000003,0.001894217511132345,0.028047145048989457,0.9700586365841709,13,8
5,743.5353854509581,0.0,55.92999014817022,0.0,170.95130777733235,2.296993557969882,1.3952383857659216,137.1614338845933,375.80042169712647,0.0,read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->read_frequency(2)->write_frequency(2),beegfs,tmpfs,ssd,beegfs,beegfs,0.0,170.93783,0.013478,137.161434,0.0474,0.090208,0.00189,0.059851,55.92999,2.289903,0.00709,375.800422,0.0,0.994285,0.400953,0.0,0.0,0.731962,0.095951,0.0,171.93211499999998,0.414431,2.289903,0.00709,0.0,0.0,55.92999,512.961856,0.23179333407981745,0.0030892853856670966,0.7651173799280089,16,5
2,759.594935953299,149.15586677519224,55.92999014817022,0.0,41.21535671952389,1.944306483185723,1.9119073769722117,133.63708675312816,375.80042169712647,0.0,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->read_frequency(5)->write_frequency(5),tmpfs,beegfs,ssd,beegfs,beegfs,149.155867,41.213463,0.001893,133.637087,0.0,0.484061,0.009069,0.0,55.92999,1.929133,0.015174,375.800422,0.0,1.318713,0.593194,0.0,0.0,0.915467,0.149858,0.0,1.318713,0.593194,1.929133,0.015174,41.213463,0.001893,205.085857,509.43750900000003,0.0025170086180215717,0.056819313764689794,0.9406636776787688,6,11
5,764.4795064949517,0.0,150.6653392667665,0.4409873844886471,170.95130777733235,2.23126712429835,0.4955385039742755,0.0,438.8990661644191,0.796000273672508,read_individuals(60)->write_individuals(60)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_frequency(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(7),beegfs,beegfs,tmpfs,tmpfs,tmpfs,0.0,170.93783,0.013478,0.0,0.0,0.379853,0.005983,0.0474,150.665339,2.230351,0.000917,438.899066,0.440987,0.330359,0.16518,0.796,0.278444,0.164375,0.027659,0.796,170.93783,0.013478,0.0,0.0,2.5607100000000003,0.166097,151.106326,439.695066,0.2236179080637378,0.0035668804419651287,0.772815212154939,17,10
5,764.8118814330505,0.0,150.6653392667665,0.4409873844886471,170.95130777733235,2.23126712429835,0.827913442073149,0.0,438.8990661644191,0.796000273672508,read_individuals(60)->write_individuals(60)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_frequency(5)->read_mutation_overlap(2)->write_mutation_overlap(2)->stage_out_frequency(7),beegfs,beegfs,tmpfs,tmpfs,beegfs,0.0,170.93783,0.013478,0.0,0.0,0.379853,0.005983,0.0474,150.665339,2.230351,0.000917,438.899066,0.440987,0.330359,0.16518,0.796,0.0,0.731962,0.095951,0.0,171.669792,0.109429,0.0,0.0,2.230351,0.000917,151.106326,439.695066,0.2246032327297688,0.0029174076059320687,0.7724793590980794,16,5
5,765.2166631522098,0.0,150.6653392667665,0.278444159955141,170.95130777733235,2.23126712429835,1.3952383857659216,0.0,438.8990661644191,0.796000273672508,read_individuals(60)->write_individuals(60)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_mutation_overlap(5)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(7),beegfs,beegfs,tmpfs,beegfs,tmpfs,0.0,170.93783,0.013478,0.0,0.0,0.379853,0.005983,0.0474,150.665339,2.230351,0.000917,438.899066,0.0,0.994285,0.400953,0.0,0.278444,0.164375,0.027659,0.796,171.93211499999998,0.414431,0.0,0.0,2.230351,0.000917,150.943783,439.695066,0.22522581420279159,0.002915864365536136,0.7718583212327601,17,10
10,767.9555200752775,149.15586677519224,0.0,0.4409873844886471,15.835068930272664,8.03985426189517,0.4796170534971776,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(16)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(7),tmpfs,tmpfs,beegfs,tmpfs,tmpfs,149.155867,15.834522,0.000547,442.542786,0.0,0.081373,0.001725,0.813432,0.0,8.038011,0.001843,150.665339,0.440987,0.327892,0.151725,0.796,0.278444,0.134989,0.024676,0.796,8.038011,0.001843,0.0,0.0,16.162414,0.152272,149.596854,594.004125,0.010469166234018208,0.021244311126770412,0.9682865212390281,31,7
10,768.0111498498479,149.15586677519224,0.0,0.4409873844886471,15.835068930272664,8.03985426189517,0.5352468280676657,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(16)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(1)->write_mutation_overlap(1)->stage_out_frequency(7),tmpfs,tmpfs,beegfs,tmpfs,beegfs,149.155867,15.834522,0.000547,442.542786,0.0,0.081373,0.001725,0.813432,0.0,8.038011,0.001843,150.665339,0.440987,0.327892,0.151725,0.796,0.0,0.476881,0.058366,0.0,8.514892,0.060209,0.0,0.0,15.834522,0.000547,149.596854,594.004125,0.011165333995055263,0.020618280090199025,0.9682163848081877,31,7
10,768.1532581557964,149.15586677519224,0.0,0.278444159955141,15.835068930272664,8.03985426189517,0.8398983585495854,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(16)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(7),tmpfs,tmpfs,beegfs,beegfs,tmpfs,149.155867,15.834522,0.000547,442.542786,0.0,0.081373,0.001725,0.813432,0.0,8.038011,0.001843,150.665339,0.0,0.628339,0.211559,0.0,0.278444,0.134989,0.024676,0.796,8.66635,0.213402,0.0,0.0,15.834522,0.000547,149.434311,594.004125,0.011559870254692068,0.02061446570963879,0.9678256625310249,31,7
5,778.0918980918011,149.15586677519224,0.0,0.4409873844886471,18.36190331294077,15.63347644527368,0.4955385039742755,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(16)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(7),tmpfs,tmpfs,beegfs,tmpfs,tmpfs,149.155867,18.361113,0.00079,442.542786,0.0,0.090208,0.00189,0.813432,0.0,15.630523,0.002954,150.665339,0.440987,0.330359,0.16518,0.796,0.278444,0.164375,0.027659,0.796,15.630523,0.002954,0.0,0.0,18.691472,0.16597,149.596854,594.004125,0.020092070150504904,0.02423549460705878,0.9556724351244528,31,7
5,778.4242730299001,149.15586677519224,0.0,0.4409873844886471,18.36190331294077,15.63347644527368,0.827913442073149,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(16)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(2)->write_mutation_overlap(2)->stage_out_frequency(7),tmpfs,tmpfs,beegfs,tmpfs,beegfs,149.155867,18.361113,0.00079,442.542786,0.0,0.090208,0.00189,0.813432,0.0,15.630523,0.002954,150.665339,0.440987,0.330359,0.16518,0.796,0.0,0.731962,0.095951,0.0,16.362485,0.09890499999999999,0.0,0.0,18.361113,0.00079,149.596854,594.004125,0.021147066670886915,0.023588554000929355,0.955264378005125,31,7
5,778.8290547490593,149.15586677519224,0.0,0.278444159955141,18.36190331294077,15.63347644527368,1.3952383857659216,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(16)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(7),tmpfs,tmpfs,beegfs,beegfs,tmpfs,149.155867,18.361113,0.00079,442.542786,0.0,0.090208,0.00189,0.813432,0.0,15.630523,0.002954,150.665339,0.0,0.994285,0.400953,0.0,0.278444,0.164375,0.027659,0.796,16.624808,0.403907,0.0,0.0,18.361113,0.00079,149.434311,594.004125,0.021864509157900735,0.023576294294665505,0.9545591955856562,31,7
10,796.3895720501897,149.15586677519224,55.92999014817022,0.1133218168415363,15.835068930272664,1.457418696797552,0.8398983585495854,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(5)->stage_in_mutation_overlap(17)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(17),tmpfs,beegfs,ssd,beegfs,ssd,149.155867,15.834522,0.000547,133.637087,0.0,0.211195,0.003812,0.018175,55.92999,1.452319,0.0051,438.125561,0.0,0.628339,0.211559,0.0,0.113322,0.092998,0.154651,1.29536,0.628339,0.211559,1.452319,0.0051,15.834522,0.000547,205.19917900000002,573.058008,0.001054632091474783,0.021713604254614948,0.9772317648465542,13,8
10,796.3900104085471,149.15586677519224,55.92999014817022,0.1754765717028859,15.835068930272664,1.457418696797552,0.7781819620456173,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),tmpfs,beegfs,ssd,ssd,beegfs,149.155867,15.834522,0.000547,133.637087,0.0,0.211195,0.003812,0.018175,55.92999,1.452319,0.0051,438.125561,0.175477,0.211945,0.566237,1.29536,0.0,0.476881,0.058366,0.0,0.0,0.0,1.664264,0.571337,15.834522,0.000547,205.261334,573.058008,0.0,0.02269072911993176,0.9773092728784005,13,8
10,796.3900104085471,149.15586677519224,55.92999014817022,0.1754765717028859,15.835068930272664,1.457418696797552,0.7781819620456173,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),tmpfs,beegfs,ssd,ssd,ssd,149.155867,15.834522,0.000547,133.637087,0.0,0.211195,0.003812,0.018175,55.92999,1.452319,0.0051,438.125561,0.175477,0.211945,0.566237,1.29536,0.113322,0.092998,0.154651,1.29536,0.0,0.0,1.664264,0.571337,15.834522,0.000547,205.261334,573.058008,0.0,0.02269072911993176,0.9773092728784005,13,8
5,800.1839480691535,149.15586677519224,55.92999014817022,0.1754765717028859,18.36190331294077,2.296993557969882,1.2057103788116597,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),tmpfs,beegfs,ssd,ssd,beegfs,149.155867,18.361113,0.00079,133.637087,0.0,0.379853,0.005983,0.018175,55.92999,2.289903,0.00709,438.125561,0.175477,0.328613,0.877097,1.29536,0.0,0.731962,0.095951,0.0,0.0,0.0,2.6185159999999996,0.8841870000000001,18.361113,0.00079,205.261334,573.058008,0.0,0.027324474644560587,0.9726755252690161,13,8
5,800.1839480691535,149.15586677519224,55.92999014817022,0.1754765717028859,18.36190331294077,2.296993557969882,1.2057103788116597,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),tmpfs,beegfs,ssd,ssd,ssd,149.155867,18.361113,0.00079,133.637087,0.0,0.379853,0.005983,0.018175,55.92999,2.289903,0.00709,438.125561,0.175477,0.328613,0.877097,1.29536,0.113322,0.15855,0.211889,1.29536,0.0,0.0,2.6185159999999996,0.8841870000000001,18.361113,0.00079,205.261334,573.058008,0.0,0.027324474644560587,0.9726755252690161,13,8
5,800.3113213212465,149.15586677519224,55.92999014817022,0.1133218168415363,18.36190331294077,2.296993557969882,1.3952383857659216,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(5)->stage_in_mutation_overlap(17)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(17),tmpfs,beegfs,ssd,beegfs,ssd,149.155867,18.361113,0.00079,133.637087,0.0,0.379853,0.005983,0.018175,55.92999,2.289903,0.00709,438.125561,0.0,0.994285,0.400953,0.0,0.113322,0.15855,0.211889,1.29536,0.994285,0.400953,2.289903,0.00709,18.361113,0.00079,205.19917900000002,573.058008,0.0017433690650490586,0.025813574604809885,0.9724430559287378,13,8
2,803.5804446823237,149.15586677519224,0.0,0.4409873844886471,41.21535671952389,18.26509654449347,0.499011588693893,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(16)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(5)->write_frequency(5)->stage_out_frequency(7),tmpfs,tmpfs,beegfs,tmpfs,tmpfs,149.155867,41.213463,0.001893,442.542786,0.0,0.094345,0.00237,0.813432,0.0,18.260633,0.004464,150.665339,0.440987,0.3318,0.167212,0.796,0.278444,0.181099,0.032615,0.796,18.260633,0.004464,0.0,0.0,41.545263,0.169105,149.596854,594.004125,0.022729643461172882,0.05191063107128089,0.9253597246184406,22,9
2,804.1467584302419,149.15586677519224,0.0,0.4409873844886471,41.21535671952389,18.26509654449347,1.0653253366121218,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(16)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(5)->write_mutation_overlap(5)->stage_out_frequency(7),tmpfs,tmpfs,beegfs,tmpfs,beegfs,149.155867,41.213463,0.001893,442.542786,0.0,0.094345,0.00237,0.813432,0.0,18.260633,0.004464,150.665339,0.440987,0.3318,0.167212,0.796,0.0,0.915467,0.149858,0.0,19.176099999999998,0.154322,0.0,0.0,41.213463,0.001893,149.596854,594.004125,0.024038425570146533,0.05125352501632362,0.9247080476349454,22,9
2,804.8307972460685,149.15586677519224,0.0,0.278444159955141,41.21535671952389,18.26509654449347,1.9119073769722117,442.5427861294926,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(16)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(5)->write_frequency(5)->stage_out_mutation_overlap(7),tmpfs,tmpfs,beegfs,beegfs,tmpfs,149.155867,41.213463,0.001893,442.542786,0.0,0.094345,0.00237,0.813432,0.0,18.260633,0.004464,150.665339,0.0,1.318713,0.593194,0.0,0.278444,0.181099,0.032615,0.796,19.579345999999997,0.597658,0.0,0.0,41.213463,0.001893,149.434311,594.004125,0.025069870672246485,0.05120996380982025,0.9237201639696954,22,9
10,805.4527803713422,55.783175261131774,150.6653392667665,0.0,14.543198774204944,1.945219505154512,0.8398983585495854,446.7495029402058,134.9264462653291,0.0,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(14)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->read_frequency(1)->write_frequency(1),ssd,ssd,tmpfs,beegfs,beegfs,55.783175,14.528248,0.014951,446.749503,0.0,0.05454,0.010549,0.082685,150.665339,1.944386,0.000833,134.926446,0.0,0.628339,0.211559,0.0,0.0,0.476881,0.058366,0.0,0.628339,0.211559,14.528248,0.014951,1.944386,0.000833,206.448514,581.675949,0.0010427650390787357,0.020470992715920896,0.9784862405424258,12,12
5,808.67801371274,55.783175261131774,150.6653392667665,0.0,16.927044469242663,2.23126712429835,1.3952383857659216,446.7495029402058,134.9264462653291,0.0,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(14)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->read_frequency(2)->write_frequency(2),ssd,ssd,tmpfs,beegfs,beegfs,55.783175,16.903609,0.023436,446.749503,0.0,0.089313,0.014552,0.082685,150.665339,2.230351,0.000917,134.926446,0.0,0.994285,0.400953,0.0,0.0,0.731962,0.095951,0.0,0.994285,0.400953,16.903609,0.023436,2.230351,0.000917,206.448514,581.675949,0.0017253319322906892,0.02369090376532164,0.974583764657608,12,12
2,816.2469082077716,55.783175261131774,150.6653392667665,0.0,101.50722572168668,2.5761969444528523,1.9119073769722117,368.8766173714326,134.9264462653291,0.0,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(30)->stage_in_sifting(6)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->read_frequency(5)->write_frequency(5),ssd,beegfs,tmpfs,beegfs,beegfs,55.783175,101.43621,0.071016,368.876617,0.0,0.484061,0.009069,0.0,150.665339,2.575059,0.001138,134.926446,0.0,1.318713,0.593194,0.0,0.0,0.915467,0.149858,0.0,1.318713,0.593194,101.43621,0.071016,2.575059,0.001138,206.448514,503.803063,0.0023423145383765806,0.12751463062633242,0.8701430533556251,7,13
2,823.3287566442517,149.15586677519224,55.92999014817022,0.1133218168415363,41.21535671952389,1.944306483185723,1.9119073769722117,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(5)->write_sifting(5)->stage_out_sifting(5)->stage_in_mutation_overlap(17)->read_frequency(5)->write_frequency(5)->stage_out_mutation_overlap(17),tmpfs,beegfs,ssd,beegfs,ssd,149.155867,41.213463,0.001893,133.637087,0.0,0.484061,0.009069,0.018175,55.92999,1.929133,0.015174,438.125561,0.0,1.318713,0.593194,0.0,0.113322,0.219688,0.470526,1.29536,1.318713,0.593194,1.929133,0.015174,41.213463,0.001893,205.19917900000002,573.058008,0.002322167159316293,0.05242093471374838,0.9452568985590194,6,11
2,823.9387441494274,149.15586677519224,55.92999014817022,0.1754765717028859,41.21535671952389,1.944306483185723,2.4597401272865698,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(5)->write_sifting(5)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),tmpfs,beegfs,ssd,ssd,beegfs,149.155867,41.213463,0.001893,133.637087,0.0,0.484061,0.009069,0.018175,55.92999,1.929133,0.015174,438.125561,0.175477,0.402953,2.056787,1.29536,0.0,0.915467,0.149858,0.0,0.0,0.0,2.332086,2.071961,41.213463,0.001893,205.261334,573.058008,0.0,0.05536746915220499,0.9446325318801188,6,11
2,823.9387441494274,149.15586677519224,55.92999014817022,0.1754765717028859,41.21535671952389,1.944306483185723,2.4597401272865698,133.63708675312816,438.1255605326034,1.295360038634333,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(5)->write_sifting(5)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),tmpfs,beegfs,ssd,ssd,ssd,149.155867,41.213463,0.001893,133.637087,0.0,0.484061,0.009069,0.018175,55.92999,1.929133,0.015174,438.125561,0.175477,0.402953,2.056787,1.29536,0.113322,0.219688,0.470526,1.29536,0.0,0.0,2.332086,2.071961,41.213463,0.001893,205.261334,573.058008,0.0,0.05536746915220499,0.9446325318801188,6,11
10,861.9532448181021,0.0,150.6653392667665,0.4409873844886471,131.5655812855105,1.945219505154512,0.4796170534971776,137.1614338845933,438.8990661644191,0.796000273672508,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(7),beegfs,tmpfs,tmpfs,tmpfs,tmpfs,0.0,131.556948,0.008634,137.161434,0.0474,0.081373,0.001725,0.813432,150.665339,1.944386,0.000833,438.899066,0.440987,0.327892,0.151725,0.796,0.278444,0.134989,0.024676,0.796,131.556948,0.008634,0.0,0.0,2.272278,0.152558,151.106326,576.8565000000001,0.1526365644435437,0.0028131873910535714,0.8445502472162757,17,10
10,862.0088745926727,0.0,150.6653392667665,0.4409873844886471,131.5655812855105,1.945219505154512,0.5352468280676657,137.1614338845933,438.8990661644191,0.796000273672508,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(5)->read_mutation_overlap(1)->write_mutation_overlap(1)->stage_out_frequency(7),beegfs,tmpfs,tmpfs,tmpfs,beegfs,0.0,131.556948,0.008634,137.161434,0.0474,0.081373,0.001725,0.813432,150.665339,1.944386,0.000833,438.899066,0.440987,0.327892,0.151725,0.796,0.0,0.476881,0.058366,0.0,132.033829,0.067,0.0,0.0,1.944386,0.000833,151.106326,576.8565000000001,0.1532476438394231,0.002256611338159572,0.8444957441348679,16,5
10,862.1509828986211,0.0,150.6653392667665,0.278444159955141,131.5655812855105,1.945219505154512,0.8398983585495854,137.1614338845933,438.8990661644191,0.796000273672508,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(7),beegfs,tmpfs,tmpfs,beegfs,tmpfs,0.0,131.556948,0.008634,137.161434,0.0474,0.081373,0.001725,0.813432,150.665339,1.944386,0.000833,438.899066,0.0,0.628339,0.211559,0.0,0.278444,0.134989,0.024676,0.796,132.18528700000002,0.220193,0.0,0.0,1.944386,0.000833,150.943783,576.8565000000001,0.1535757455786247,0.002256239381018873,0.844168013998054,17,10
10,873.2307203074131,55.783175261131774,55.92999014817022,0.0,14.543198774204944,1.457418696797552,0.8398983585495854,368.8766173714326,375.80042169712647,0.0,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->read_frequency(1)->write_frequency(1),ssd,beegfs,ssd,beegfs,beegfs,55.783175,14.528248,0.014951,368.876617,0.0,0.211195,0.003812,0.0,55.92999,1.452319,0.0051,375.800422,0.0,0.628339,0.211559,0.0,0.0,0.476881,0.058366,0.0,0.628339,0.211559,15.980566999999999,0.020051,0.0,0.0,111.713165,744.677039,0.0009618282779885715,0.018323471252096015,0.9807147001178732,12,12
5,877.0094808908394,55.783175261131774,55.92999014817022,0.0,16.927044469242663,2.296993557969882,1.3952383857659216,368.8766173714326,375.80042169712647,0.0,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->read_frequency(2)->write_frequency(2),ssd,beegfs,ssd,beegfs,beegfs,55.783175,16.903609,0.023436,368.876617,0.0,0.379853,0.005983,0.0,55.92999,2.289903,0.00709,375.800422,0.0,0.994285,0.400953,0.0,0.0,0.731962,0.095951,0.0,0.994285,0.400953,19.193512,0.030525999999999998,0.0,0.0,111.713165,744.677039,0.0015909041240725907,0.021919988801572345,0.9764891060585845,12,12
10,891.8542521065915,149.15586677519224,150.6653392667665,0.4409873844886471,15.835068930272664,1.945219505154512,0.4796170534971776,133.63708675312816,438.8990661644191,0.796000273672508,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(7),tmpfs,beegfs,tmpfs,tmpfs,tmpfs,149.155867,15.834522,0.000547,133.637087,0.0,0.211195,0.003812,0.0474,150.665339,1.944386,0.000833,438.899066,0.440987,0.327892,0.151725,0.796,0.278444,0.134989,0.024676,0.796,0.0,0.0,0.0,0.0,18.1068,0.153105,300.26219299999997,573.3321530000001,0.0,0.02047409086952205,0.9795259078897007,13,8
10,891.9098818811619,149.15586677519224,150.6653392667665,0.4409873844886471,15.835068930272664,1.945219505154512,0.5352468280676657,133.63708675312816,438.8990661644191,0.796000273672508,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(5)->read_mutation_overlap(1)->write_mutation_overlap(1)->stage_out_frequency(7),tmpfs,beegfs,tmpfs,tmpfs,beegfs,149.155867,15.834522,0.000547,133.637087,0.0,0.211195,0.003812,0.0474,150.665339,1.944386,0.000833,438.899066,0.440987,0.327892,0.151725,0.796,0.0,0.476881,0.058366,0.0,0.476881,0.058366,0.0,0.0,17.778908,0.00138,300.26219299999997,573.3321530000001,0.0006001133196002819,0.019935072321991636,0.9794648133704575,13,8
10,892.0519901871103,149.15586677519224,150.6653392667665,0.278444159955141,15.835068930272664,1.945219505154512,0.8398983585495854,133.63708675312816,438.8990661644191,0.796000273672508,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(7),tmpfs,beegfs,tmpfs,beegfs,tmpfs,149.155867,15.834522,0.000547,133.637087,0.0,0.211195,0.003812,0.0474,150.665339,1.944386,0.000833,438.899066,0.0,0.628339,0.211559,0.0,0.278444,0.134989,0.024676,0.796,0.628339,0.211559,0.0,0.0,17.778908,0.00138,300.09964999999994,573.3321530000001,0.0009415348087770403,0.019931896566107676,0.9791265672943505,13,8
