nodes,total,in_o1,in_o2,in_o3,exec_o1,exec_o2,exec_o3,out_o1,out_o2,out_o3,critical_path,individuals_stor,individuals_merge_stor,sifting_stor,frequency_stor,mutation_overlap_stor,in_individuals,read_individuals,write_individuals,out_individuals,in_individuals_merge,read_individuals_merge,write_individuals_merge,out_individuals_merge,in_sifting,read_sifting,write_sifting,out_sifting,in_frequency,read_frequency,write_frequency,out_frequency,in_mutation_overlap,read_mutation_overlap,write_mutation_overlap,out_mutation_overlap,lam_read_beegfs,lam_write_beegfs,lam_read_ssd,lam_write_ssd,lam_read_tmpfs,lam_write_tmpfs,lam_in_total,lam_out_total,exec_beegfs_share,exec_local_share,movement_share,region_provisional,region
10,505.4218543892176,55.783175261131774,0.0,0.1754765717028859,14.543198774204944,8.03985426189517,0.7781819620456173,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,ssd,55.783175,14.528248,0.014951,368.876617,0.0,0.211195,0.003812,0.018175,0.0,8.038011,0.001843,55.92999,0.175477,0.211945,0.566237,1.29536,0.113322,0.092998,0.154651,1.29536,8.038011,0.001843,14.740193,0.581188,0.0,0.0,55.958652,426.101967,0.01590721479528389,0.03031404532064656,0.9537787391139829,29,4
5,509.88417681946714,0.0,150.6653392667665,0.0,170.95130777733235,2.23126712429835,1.3952383857659216,49.71457799997497,134.9264462653291,0.0,read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->read_frequency(2)->write_frequency(2),beegfs,ssd,tmpfs,beegfs,beegfs,0.0,170.93783,0.013478,49.714578,0.018175,0.089313,0.014552,0.082685,150.665339,2.230351,0.000917,134.926446,0.0,0.994285,0.400953,0.0,0.0,0.731962,0.095951,0.0,171.93211499999998,0.414431,0.0,0.0,2.230351,0.000917,150.665339,184.64102400000002,0.3380111677029385,0.004376029109038252,0.6576128035420877,16,5
5,515.8268506843998,55.783175261131774,0.0,0.1754765717028859,16.927044469242663,15.63347644527368,1.2057103788116597,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,beegfs,55.783175,16.903609,0.023436,368.876617,0.0,0.379853,0.005983,0.018175,0.0,15.630523,0.002954,55.92999,0.175477,0.328613,0.877097,1.29536,0.0,0.731962,0.095951,0.0,15.630523,0.002954,17.232222,0.900533,0.0,0.0,55.958652,426.101967,0.030307606087696774,0.03515279395778137,0.9345396005663534,29,4
5,515.8268506843998,55.783175261131774,0.0,0.1754765717028859,16.927044469242663,15.63347644527368,1.2057103788116597,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,ssd,55.783175,16.903609,0.023436,368.876617,0.0,0.379853,0.005983,0.018175,0.0,15.630523,0.002954,55.92999,0.175477,0.328613,0.877097,1.29536,0.113322,0.15855,0.211889,1.29536,15.630523,0.002954,17.232222,0.900533,0.0,0.0,55.958652,426.101967,0.030307606087696774,0.03515279395778137,0.9345396005663534,29,4
5,515.9542239364928,55.783175261131774,0.0,0.1133218168415363,16.927044469242663,15.63347644527368,1.3952383857659216,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(17),ssd,beegfs,beegfs,beegfs,ssd,55.783175,16.903609,0.023436,368.876617,0.0,0.379853,0.005983,0.018175,0.0,15.630523,0.002954,55.92999,0.0,0.994285,0.400953,0.0,0.113322,0.15855,0.211889,1.29536,16.624808,0.403907,16.903609,0.023436,0.0,0.0,55.896497,426.101967,0.033004313580531866,0.032807261215645096,0.934188425326908,29,4
10,526.0383141067755,55.783175261131774,0.0,0.0,14.543198774204944,8.03985426189517,0.8398983585495854,446.7495029402058,0.0826845107881706,0.0,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(14)->read_sifting(1)->write_sifting(1)->stage_out_individuals_merge(30)->read_frequency(1)->write_frequency(1),ssd,ssd,beegfs,beegfs,beegfs,55.783175,14.528248,0.014951,446.749503,0.0,0.05454,0.010549,0.082685,0.0,8.038011,0.001843,0.0,0.0,0.628339,0.211559,0.0,0.0,0.476881,0.058366,0.0,8.66635,0.213402,14.528248,0.014951,0.0,0.0,55.783175,446.83218800000003,0.016880428215724164,0.027646653504117165,0.9554729180771763,29,4
5,536.571122012408,55.783175261131774,0.0,0.0,16.927044469242663,15.63347644527368,1.3952383857659216,446.7495029402058,0.0826845107881706,0.0,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(14)->read_sifting(2)->write_sifting(2)->stage_out_individuals_merge(30)->read_frequency(2)->write_frequency(2),ssd,ssd,beegfs,beegfs,beegfs,55.783175,16.903609,0.023436,446.749503,0.0,0.089313,0.014552,0.082685,0.0,15.630523,0.002954,0.0,0.0,0.994285,0.400953,0.0,0.0,0.731962,0.095951,0.0,16.624808,0.403907,16.903609,0.023436,0.0,0.0,55.783175,446.83218800000003,0.031736174947570486,0.03154669400864353,0.9367171328843454,29,4
2,546.3440222757167,55.783175261131774,0.0,0.0,101.50722572168668,18.26509654449347,1.9119073769722117,368.8766173714326,0.0,0.0,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(30)->read_sifting(5)->write_sifting(5)->read_frequency(5)->write_frequency(5),ssd,beegfs,beegfs,beegfs,beegfs,55.783175,101.43621,0.071016,368.876617,0.0,0.484061,0.009069,0.0,0.0,18.260633,0.004464,0.0,0.0,1.318713,0.593194,0.0,0.0,0.915467,0.149858,0.0,19.579345999999997,0.597658,101.43621,0.071016,0.0,0.0,55.783175,368.876617,0.036930950421962296,0.18579360597227035,0.7772754431011079,24,6
10,557.1039185659035,0.0,150.6653392667665,0.0,131.5655812855105,1.945219505154512,0.8398983585495854,137.1614338845933,134.9264462653291,0.0,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->read_frequency(1)->write_frequency(1),beegfs,tmpfs,tmpfs,beegfs,beegfs,0.0,131.556948,0.008634,137.161434,0.0474,0.081373,0.001725,0.059851,150.665339,1.944386,0.000833,134.926446,0.0,0.628339,0.211559,0.0,0.0,0.476881,0.058366,0.0,132.18528700000002,0.220193,0.0,0.0,1.944386,0.000833,150.665339,272.08788000000004,0.23766747205949987,0.0034916627493975947,0.7588408641753055,16,5
10,565.5933101861543,0.0,55.92999014817022,0.0,131.5655812855105,1.457418696797552,0.8398983585495854,0.0,375.80042169712647,0.0,read_individuals(30)->write_individuals(30)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->read_frequency(1)->write_frequency(1),beegfs,beegfs,ssd,beegfs,beegfs,0.0,131.556948,0.008634,0.0,0.0,0.211195,0.003812,0.0,55.92999,1.452319,0.0051,375.800422,0.0,0.628339,0.211559,0.0,0.0,0.476881,0.058366,0.0,132.18528700000002,0.220193,1.452319,0.0051,0.0,0.0,55.92999,375.800422,0.23410015220374691,0.0025767967437951406,0.76332305249138,16,5
10,583.2943015996334,55.783175261131774,0.0,0.1133218168415363,14.543198774204944,8.03985426189517,0.8398983585495854,446.7495029402058,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(14)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(17),ssd,ssd,beegfs,beegfs,ssd,55.783175,14.528248,0.014951,446.749503,0.0,0.05454,0.010549,0.814689,0.0,8.038011,0.001843,55.92999,0.0,0.628339,0.211559,0.0,0.113322,0.092998,0.154651,1.29536,8.66635,0.213402,14.528248,0.014951,0.0,0.0,55.896497,503.974853,0.01522345062457844,0.024932866582300782,0.9598436817651073,29,4
10,583.2947399579907,55.783175261131774,0.0,0.1754765717028859,14.543198774204944,8.03985426189517,0.7781819620456173,446.7495029402058,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(14)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),ssd,ssd,beegfs,ssd,beegfs,55.783175,14.528248,0.014951,446.749503,0.0,0.05454,0.010549,0.814689,0.0,8.038011,0.001843,55.92999,0.175477,0.211945,0.566237,1.29536,0.0,0.476881,0.058366,0.0,8.038011,0.001843,14.740193,0.581188,0.0,0.0,55.958652,503.974853,0.013783518775737665,0.026266962395552252,0.959949518900729,29,4
10,583.2947399579907,55.783175261131774,0.0,0.1754765717028859,14.543198774204944,8.03985426189517,0.7781819620456173,446.7495029402058,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(14)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),ssd,ssd,beegfs,ssd,ssd,55.783175,14.528248,0.014951,446.749503,0.0,0.05454,0.010549,0.814689,0.0,8.038011,0.001843,55.92999,0.175477,0.211945,0.566237,1.29536,0.113322,0.092998,0.154651,1.29536,8.038011,0.001843,14.740193,0.581188,0.0,0.0,55.958652,503.974853,0.013783518775737665,0.026266962395552252,0.959949518900729,29,4
10,587.0049258543927,149.15586677519224,150.6653392667665,0.0,15.835068930272664,1.945219505154512,0.8398983585495854,133.63708675312816,134.9264462653291,0.0,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->read_frequency(1)->write_frequency(1),tmpfs,beegfs,tmpfs,beegfs,beegfs,149.155867,15.834522,0.000547,133.637087,0.0,0.211195,0.003812,0.0,150.665339,1.944386,0.000833,134.926446,0.0,0.628339,0.211559,0.0,0.0,0.476881,0.058366,0.0,0.628339,0.211559,0.0,0.0,17.778908,0.00138,299.82120599999996,268.563533,0.0014308193389987605,0.030289844627999586,0.9682793345774879,13,8
5,590.3731478834211,149.15586677519224,150.6653392667665,0.0,18.36190331294077,2.23126712429835,1.3952383857659216,133.63708675312816,134.9264462653291,0.0,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->read_frequency(2)->write_frequency(2),tmpfs,beegfs,tmpfs,beegfs,beegfs,149.155867,18.361113,0.00079,133.637087,0.0,0.379853,0.005983,0.0,150.665339,2.230351,0.000917,134.926446,0.0,0.994285,0.400953,0.0,0.0,0.731962,0.095951,0.0,0.994285,0.400953,0.0,0.0,20.591464,0.001707,299.82120599999996,268.563533,0.0023633154810684415,0.03488161864039661,0.9627550660759996,13,8
5,593.699736253173,55.783175261131774,0.0,0.1754765717028859,16.927044469242663,15.63347644527368,1.2057103788116597,446.7495029402058,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(14)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),ssd,ssd,beegfs,ssd,beegfs,55.783175,16.903609,0.023436,446.749503,0.0,0.089313,0.014552,0.814689,0.0,15.630523,0.002954,55.92999,0.175477,0.328613,0.877097,1.29536,0.0,0.731962,0.095951,0.0,15.630523,0.002954,17.232222,0.900533,0.0,0.0,55.958652,503.974853,0.02633229567973624,0.030541962363728536,0.9431257432144539,29,4
5,593.699736253173,55.783175261131774,0.0,0.1754765717028859,16.927044469242663,15.63347644527368,1.2057103788116597,446.7495029402058,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(14)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),ssd,ssd,beegfs,ssd,ssd,55.783175,16.903609,0.023436,446.749503,0.0,0.089313,0.014552,0.814689,0.0,15.630523,0.002954,55.92999,0.175477,0.328613,0.877097,1.29536,0.113322,0.15855,0.211889,1.29536,15.630523,0.002954,17.232222,0.900533,0.0,0.0,55.958652,503.974853,0.02633229567973624,0.030541962363728536,0.9431257432144539,29,4
5,593.827109505266,55.783175261131774,0.0,0.1133218168415363,16.927044469242663,15.63347644527368,1.3952383857659216,446.7495029402058,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(14)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(17),ssd,ssd,beegfs,beegfs,ssd,55.783175,16.903609,0.023436,446.749503,0.0,0.089313,0.014552,0.814689,0.0,15.630523,0.002954,55.92999,0.0,0.994285,0.400953,0.0,0.113322,0.15855,0.211889,1.29536,16.624808,0.403907,16.903609,0.023436,0.0,0.0,55.896497,503.974853,0.028676216911328066,0.028505005462115676,0.9428187784596826,29,4
5,597.3310327040855,0.0,150.6653392667665,0.0,170.95130777733235,2.23126712429835,1.3952383857659216,137.1614338845933,134.9264462653291,0.0,read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->read_frequency(2)->write_frequency(2),beegfs,tmpfs,tmpfs,beegfs,beegfs,0.0,170.93783,0.013478,137.161434,0.0474,0.090208,0.00189,0.059851,150.665339,2.230351,0.000917,134.926446,0.0,0.994285,0.400953,0.0,0.0,0.731962,0.095951,0.0,171.93211499999998,0.414431,0.0,0.0,2.230351,0.000917,150.665339,272.08788000000004,0.2885276949697325,0.0037353960833060454,0.7077369094423543,16,5
10,599.6247896470893,55.783175261131774,0.0,0.4409873844886471,14.543198774204944,8.03985426189517,0.4796170534971776,368.8766173714326,150.6653392667665,0.796000273672508,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(7),ssd,beegfs,beegfs,tmpfs,tmpfs,55.783175,14.528248,0.014951,368.876617,0.0,0.211195,0.003812,0.0474,0.0,8.038011,0.001843,150.665339,0.440987,0.327892,0.151725,0.796,0.278444,0.134989,0.024676,0.796,8.038011,0.001843,14.528248,0.014951,0.327892,0.151725,56.224162,520.3379560000001,0.013408141455812494,0.025053694008951313,0.9615381617883679,29,4
10,599.6804194216598,55.783175261131774,0.0,0.4409873844886471,14.543198774204944,8.03985426189517,0.5352468280676657,368.8766173714326,150.6653392667665,0.796000273672508,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(1)->write_mutation_overlap(1)->stage_out_frequency(7),ssd,beegfs,beegfs,tmpfs,beegfs,55.783175,14.528248,0.014951,368.876617,0.0,0.211195,0.003812,0.0474,0.0,8.038011,0.001843,150.665339,0.440987,0.327892,0.151725,0.796,0.0,0.476881,0.058366,0.0,8.514892,0.060209,14.528248,0.014951,0.0,0.0,56.224162,520.3379560000001,0.014299451378235649,0.024251582224454882,0.9614489640266121,29,4
10,599.8225277276083,55.783175261131774,0.0,0.278444159955141,14.543198774204944,8.03985426189517,0.8398983585495854,368.8766173714326,150.6653392667665,0.796000273672508,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(7),ssd,beegfs,beegfs,beegfs,tmpfs,55.783175,14.528248,0.014951,368.876617,0.0,0.211195,0.003812,0.0474,0.0,8.038011,0.001843,150.665339,0.0,0.628339,0.211559,0.0,0.278444,0.134989,0.024676,0.796,8.66635,0.213402,14.528248,0.014951,0.0,0.0,56.061619,520.3379560000001,0.014803965488992874,0.024245836606197523,0.9609501950246089,29,4
10,600.1241494120511,55.783175261131774,0.0,0.4409873844886471,14.543198774204944,8.03985426189517,0.4796170534971776,368.8766173714326,150.6653392667665,1.295360038634333,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(17),ssd,beegfs,beegfs,tmpfs,ssd,55.783175,14.528248,0.014951,368.876617,0.0,0.211195,0.003812,0.0474,0.0,8.038011,0.001843,150.665339,0.440987,0.327892,0.151725,0.796,0.113322,0.092998,0.154651,1.29536,8.038011,0.001843,14.528248,0.014951,0.327892,0.151725,56.224162,520.837316,0.013396984620393508,0.02503284697794283,0.9615701660487302,29,4
10,600.2601710960661,55.783175261131774,0.0,0.278444159955141,14.543198774204944,8.03985426189517,0.7781819620456173,368.8766173714326,150.6653392667665,1.295360038634333,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,tmpfs,55.783175,14.528248,0.014951,368.876617,0.0,0.211195,0.003812,0.0474,0.0,8.038011,0.001843,150.665339,0.175477,0.211945,0.566237,1.29536,0.278444,0.134989,0.024676,0.796,8.038011,0.001843,14.740193,0.581188,0.0,0.0,56.061619,520.837316,0.013393948802765527,0.0255245670756788,0.9610814822955689,29,4
2,603.6826942793627,55.783175261131774,0.0,0.1133218168415363,101.50722572168668,18.26509654449347,1.9119073769722117,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(30)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(5)->write_frequency(5)->stage_out_mutation_overlap(17),ssd,beegfs,beegfs,beegfs,ssd,55.783175,101.43621,0.071016,368.876617,0.0,0.484061,0.009069,0.018175,0.0,18.260633,0.004464,55.92999,0.0,1.318713,0.593194,0.0,0.113322,0.219688,0.470526,1.29536,19.579345999999997,0.597658,101.43621,0.071016,0.0,0.0,55.896497,426.101967,0.03342319432245107,0.16814665545642746,0.7984301497583556,24,6
2,604.2926817845386,55.783175261131774,0.0,0.1754765717028859,101.50722572168668,18.26509654449347,2.4597401272865698,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(30)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,beegfs,55.783175,101.43621,0.071016,368.876617,0.0,0.484061,0.009069,0.018175,0.0,18.260633,0.004464,55.92999,0.175477,0.402953,2.056787,1.29536,0.0,0.915467,0.149858,0.0,18.260633,0.004464,101.839163,2.127803,0.0,0.0,55.958652,426.101967,0.030225580336437723,0.17204736898844225,0.7977270510316697,24,6
2,604.2926817845386,55.783175261131774,0.0,0.1754765717028859,101.50722572168668,18.26509654449347,2.4597401272865698,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(30)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,ssd,55.783175,101.43621,0.071016,368.876617,0.0,0.484061,0.009069,0.018175,0.0,18.260633,0.004464,55.92999,0.175477,0.402953,2.056787,1.29536,0.113322,0.219688,0.470526,1.29536,18.260633,0.004464,101.839163,2.127803,0.0,0.0,55.958652,426.101967,0.030225580336437723,0.17204736898844225,0.7977270510316697,24,6
5,606.3739515663649,0.0,55.92999014817022,0.0,170.95130777733235,2.296993557969882,1.3952383857659216,0.0,375.80042169712647,0.0,read_individuals(60)->write_individuals(60)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->read_frequency(2)->write_frequency(2),beegfs,beegfs,ssd,beegfs,beegfs,0.0,170.93783,0.013478,0.0,0.0,0.379853,0.005983,0.0,55.92999,2.289903,0.00709,375.800422,0.0,0.994285,0.400953,0.0,0.0,0.731962,0.095951,0.0,171.93211499999998,0.414431,2.289903,0.00709,0.0,0.0,55.92999,375.800422,0.2842248509435471,0.003788079936591076,0.711987068185841,16,5
5,609.6181789759827,55.783175261131774,0.0,0.4409873844886471,16.927044469242663,15.63347644527368,0.4955385039742755,368.8766173714326,150.6653392667665,0.796000273672508,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(7),ssd,beegfs,beegfs,tmpfs,tmpfs,55.783175,16.903609,0.023436,368.876617,0.0,0.379853,0.005983,0.0474,0.0,15.630523,0.002954,150.665339,0.440987,0.330359,0.16518,0.796,0.278444,0.164375,0.027659,0.796,15.630523,0.002954,16.903609,0.023436,0.330359,0.16518,56.224162,520.3379560000001,0.025644702765033344,0.02857950205695289,0.9457757952174095,29,4
5,609.9505539140815,55.783175261131774,0.0,0.4409873844886471,16.927044469242663,15.63347644527368,0.827913442073149,368.8766173714326,150.6653392667665,0.796000273672508,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(2)->write_mutation_overlap(2)->stage_out_frequency(7),ssd,beegfs,beegfs,tmpfs,beegfs,55.783175,16.903609,0.023436,368.876617,0.0,0.379853,0.005983,0.0474,0.0,15.630523,0.002954,150.665339,0.440987,0.330359,0.16518,0.796,0.0,0.731962,0.095951,0.0,16.362485,0.09890499999999999,16.903609,0.023436,0.0,0.0,56.224162,520.3379560000001,0.02698807287634457,0.027751503611855622,0.9452604220131824,29,4
5,610.1175387409445,55.783175261131774,0.0,0.4409873844886471,16.927044469242663,15.63347644527368,0.4955385039742755,368.8766173714326,150.6653392667665,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(17),ssd,beegfs,beegfs,tmpfs,ssd,55.783175,16.903609,0.023436,368.876617,0.0,0.379853,0.005983,0.0474,0.0,15.630523,0.002954,150.665339,0.440987,0.330359,0.16518,0.796,0.113322,0.15855,0.211889,1.29536,15.630523,0.002954,16.903609,0.023436,0.330359,0.16518,56.224162,520.837316,0.02562371347701568,0.028556110738848287,0.9458201762087336,29,4
5,610.3553356332408,55.783175261131774,0.0,0.278444159955141,16.927044469242663,15.63347644527368,1.3952383857659216,368.8766173714326,150.6653392667665,0.796000273672508,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(7),ssd,beegfs,beegfs,beegfs,tmpfs,55.783175,16.903609,0.023436,368.876617,0.0,0.379853,0.005983,0.0474,0.0,15.630523,0.002954,150.665339,0.0,0.994285,0.400953,0.0,0.278444,0.164375,0.027659,0.796,16.624808,0.403907,16.903609,0.023436,0.0,0.0,56.061619,520.3379560000001,0.027899674182962228,0.027733099084713074,0.9443672256948278,29,4
5,610.6651673912484,55.783175261131774,0.0,0.278444159955141,16.927044469242663,15.63347644527368,1.2057103788116597,368.8766173714326,150.6653392667665,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,tmpfs,55.783175,16.903609,0.023436,368.876617,0.0,0.379853,0.005983,0.0474,0.0,15.630523,0.002954,150.665339,0.175477,0.328613,0.877097,1.29536,0.278444,0.164375,0.027659,0.796,15.630523,0.002954,17.232222,0.900533,0.0,0.0,56.061619,520.837316,0.025600734796756026,0.029693448993435803,0.9447058155691143,29,4
2,614.0882001013649,149.15586677519224,150.6653392667665,0.0,41.21535671952389,2.5761969444528523,1.9119073769722117,133.63708675312816,134.9264462653291,0.0,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->read_frequency(5)->write_frequency(5),tmpfs,beegfs,tmpfs,beegfs,beegfs,149.155867,41.213463,0.001893,133.637087,0.0,0.484061,0.009069,0.0,150.665339,2.575059,0.001138,134.926446,0.0,1.318713,0.593194,0.0,0.0,0.915467,0.149858,0.0,1.318713,0.593194,0.0,0.0,43.788522,0.003031,299.82120599999996,268.563533,0.0031134078128913834,0.07131150377546978,0.9255750866181408,6,11
10,615.3078881861293,0.0,55.92999014817022,0.0,131.5655812855105,1.457418696797552,0.8398983585495854,49.71457799997497,375.80042169712647,0.0,read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->read_frequency(1)->write_frequency(1),beegfs,ssd,ssd,beegfs,beegfs,0.0,131.556948,0.008634,49.714578,0.018175,0.05454,0.010549,0.082685,55.92999,1.452319,0.0051,375.800422,0.0,0.628339,0.211559,0.0,0.0,0.476881,0.058366,0.0,132.18528700000002,0.220193,1.452319,0.0051,0.0,0.0,55.92999,425.51500000000004,0.21518573472269126,0.0023686011962179357,0.782445665403794,16,5
10,616.4733257256132,149.15586677519224,0.0,0.0,15.835068930272664,8.03985426189517,0.8398983585495854,442.5427861294926,0.0598512702109638,0.0,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(16)->read_sifting(1)->write_sifting(1)->stage_out_individuals_merge(12)->read_frequency(1)->write_frequency(1),tmpfs,tmpfs,beegfs,beegfs,beegfs,149.155867,15.834522,0.000547,442.542786,0.0,0.081373,0.001725,0.059851,0.0,8.038011,0.001843,0.0,0.0,0.628339,0.211559,0.0,0.0,0.476881,0.058366,0.0,8.66635,0.213402,0.0,0.0,15.834522,0.000547,149.155867,442.60263699999996,0.014404113899896917,0.02568654366571575,0.9599093412573464,31,7
