repeat,alpha_idx,ccp_alpha,fold,n_val,n_leaves_val,pairs_val,sep_val,skipped,a_eff,mae_val
1,21,0.08898070494176208,4,22,8.0,1,3.5247468914879114,False,0.08898070494176208,1.2512256851816548
1,21,0.08898070494176208,CV-agg,111,6.4,10,3.5247468914879114,False,,0.6845631669436938
1,22,0.09813270153280636,0,23,5.0,3,1.3665191903185148,False,0.09813270153280636,0.8143315558317044
1,22,0.09813270153280636,1,22,6.0,4,5.550273489893201,False,0.09813270153280636,0.4064793316995749
1,22,0.09813270153280636,2,22,6.0,1,2.371494168318471,False,0.09813270153280636,0.5571059573781495
1,22,0.09813270153280636,3,22,7.0,1,3.563802496097707,False,0.09813270153280636,0.3877747414961117
1,22,0.09813270153280636,4,22,8.0,1,3.5247468914879114,False,0.09813270153280636,1.2512256851816548
1,22,0.09813270153280636,CV-agg,111,6.4,10,3.5247468914879114,False,,0.6845631669436938
1,23,0.13885063626760824,0,23,4.0,3,1.4674198063335415,False,0.13885063626760824,0.9673521217584351
1,23,0.13885063626760824,1,22,5.0,3,4.71281938982176,False,0.13885063626760824,0.719412443808181
1,23,0.13885063626760824,2,22,5.0,0,0.0,False,0.13885063626760824,0.8401892214041133
1,23,0.13885063626760824,3,22,6.0,1,3.563802496097707,False,0.13885063626760824,0.5836280973196492
1,23,0.13885063626760824,4,22,5.0,2,2.3323277088577874,False,0.13885063626760824,0.8700447997484843
1,23,0.13885063626760824,CV-agg,111,5.0,9,2.3323277088577874,False,,0.7976679204559768
1,24,0.1687554702257067,0,23,4.0,3,1.4674198063335415,False,0.1687554702257067,0.9673521217584351
1,24,0.1687554702257067,1,22,4.0,3,4.323867733575874,False,0.1687554702257067,0.7605879917786615
1,24,0.1687554702257067,2,22,5.0,0,0.0,False,0.1687554702257067,0.8401892214041133
1,24,0.1687554702257067,3,22,5.0,0,0.0,False,0.1687554702257067,0.8449068681009316
1,24,0.1687554702257067,4,22,4.0,1,1.9491566427836857,False,0.1687554702257067,1.0614793837566165
1,24,0.1687554702257067,CV-agg,111,4.4,7,1.4674198063335415,False,,0.895555811093073
1,25,0.42534399907543685,0,23,3.0,2,1.6102798759067942,False,0.42534399907543685,1.0302213186873523
1,25,0.42534399907543685,1,22,2.0,1,0.8981880946329497,False,0.42534399907543685,2.5860836207498576
1,25,0.42534399907543685,2,22,3.0,2,4.60596118700122,False,0.42534399907543685,0.9407371953036407
1,25,0.42534399907543685,3,22,3.0,2,1.3684982820546034,False,0.42534399907543685,1.3268102837503075
1,25,0.42534399907543685,4,22,2.0,1,2.270845680349327,False,0.42534399907543685,1.5509190020078985
