nodes,total,in_o1,in_o2,in_o3,exec_o1,exec_o2,exec_o3,out_o1,out_o2,out_o3,critical_path,individuals_stor,individuals_merge_stor,sifting_stor,frequency_stor,mutation_overlap_stor,in_individuals,read_individuals,write_individuals,out_individuals,in_individuals_merge,read_individuals_merge,write_individuals_merge,out_individuals_merge,in_sifting,read_sifting,write_sifting,out_sifting,in_frequency,read_frequency,write_frequency,out_frequency,in_mutation_overlap,read_mutation_overlap,write_mutation_overlap,out_mutation_overlap
5,593.699736253173,55.783175261131774,0.0,0.1754765717028859,16.927044469242663,15.63347644527368,1.2057103788116597,446.7495029402058,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(14)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),ssd,ssd,beegfs,ssd,ssd,55.783175,16.903609,0.023436,446.749503,-,0.089313,0.014552,0.814689,-,15.630523,0.002954,55.929990,0.175477,0.328613,0.877097,1.295360,0.113322,0.158550,0.211889,1.295360
5,593.827109505266,55.783175261131774,0.0,0.1133218168415363,16.927044469242663,15.63347644527368,1.3952383857659216,446.7495029402058,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(14)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(17),ssd,ssd,beegfs,beegfs,ssd,55.783175,16.903609,0.023436,446.749503,-,0.089313,0.014552,0.814689,-,15.630523,0.002954,55.929990,-,0.994285,0.400953,-,0.113322,0.158550,0.211889,1.295360
5,597.3310327040855,0.0,150.6653392667665,0.0,170.95130777733235,2.23126712429835,1.3952383857659216,137.1614338845933,134.9264462653291,0.0,read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->read_frequency(2)->write_frequency(2),beegfs,tmpfs,tmpfs,beegfs,beegfs,-,170.937830,0.013478,137.161434,0.047400,0.090208,0.001890,0.059851,150.665339,2.230351,0.000917,134.926446,-,0.994285,0.400953,-,-,0.731962,0.095951,-
10,599.6247896470893,55.783175261131774,0.0,0.4409873844886471,14.543198774204944,8.03985426189517,0.4796170534971776,368.8766173714326,150.6653392667665,0.796000273672508,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(7),ssd,beegfs,beegfs,tmpfs,tmpfs,55.783175,14.528248,0.014951,368.876617,-,0.211195,0.003812,0.047400,-,8.038011,0.001843,150.665339,0.440987,0.327892,0.151725,0.796000,0.278444,0.134989,0.024676,0.796000
10,599.6804194216598,55.783175261131774,0.0,0.4409873844886471,14.543198774204944,8.03985426189517,0.5352468280676657,368.8766173714326,150.6653392667665,0.796000273672508,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(1)->write_mutation_overlap(1)->stage_out_frequency(7),ssd,beegfs,beegfs,tmpfs,beegfs,55.783175,14.528248,0.014951,368.876617,-,0.211195,0.003812,0.047400,-,8.038011,0.001843,150.665339,0.440987,0.327892,0.151725,0.796000,-,0.476881,0.058366,-
10,599.8225277276083,55.783175261131774,0.0,0.278444159955141,14.543198774204944,8.03985426189517,0.8398983585495854,368.8766173714326,150.6653392667665,0.796000273672508,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(7),ssd,beegfs,beegfs,beegfs,tmpfs,55.783175,14.528248,0.014951,368.876617,-,0.211195,0.003812,0.047400,-,8.038011,0.001843,150.665339,-,0.628339,0.211559,-,0.278444,0.134989,0.024676,0.796000
10,600.1241494120511,55.783175261131774,0.0,0.4409873844886471,14.543198774204944,8.03985426189517,0.4796170534971776,368.8766173714326,150.6653392667665,1.295360038634333,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(17),ssd,beegfs,beegfs,tmpfs,ssd,55.783175,14.528248,0.014951,368.876617,-,0.211195,0.003812,0.047400,-,8.038011,0.001843,150.665339,0.440987,0.327892,0.151725,0.796000,0.113322,0.092998,0.154651,1.295360
10,600.2601710960661,55.783175261131774,0.0,0.278444159955141,14.543198774204944,8.03985426189517,0.7781819620456173,368.8766173714326,150.6653392667665,1.295360038634333,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,tmpfs,55.783175,14.528248,0.014951,368.876617,-,0.211195,0.003812,0.047400,-,8.038011,0.001843,150.665339,0.175477,0.211945,0.566237,1.295360,0.278444,0.134989,0.024676,0.796000
2,603.6826942793627,55.783175261131774,0.0,0.1133218168415363,101.50722572168667,18.265096544493474,1.9119073769722115,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(30)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(5)->write_frequency(5)->stage_out_mutation_overlap(17),ssd,beegfs,beegfs,beegfs,ssd,55.783175,101.436210,0.071016,368.876617,-,0.484061,0.009069,0.018175,-,18.260633,0.004464,55.929990,-,1.318713,0.593194,-,0.113322,0.219688,0.470526,1.295360
2,604.2926817845386,55.783175261131774,0.0,0.1754765717028859,101.50722572168667,18.265096544493474,2.4597401272865698,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(30)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,beegfs,55.783175,101.436210,0.071016,368.876617,-,0.484061,0.009069,0.018175,-,18.260633,0.004464,55.929990,0.175477,0.402953,2.056787,1.295360,-,0.915467,0.149858,-
2,604.2926817845386,55.783175261131774,0.0,0.1754765717028859,101.50722572168667,18.265096544493474,2.4597401272865698,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(30)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,ssd,55.783175,101.436210,0.071016,368.876617,-,0.484061,0.009069,0.018175,-,18.260633,0.004464,55.929990,0.175477,0.402953,2.056787,1.295360,0.113322,0.219688,0.470526,1.295360
5,606.3739515663649,0.0,55.92999014817022,0.0,170.95130777733235,2.296993557969882,1.3952383857659216,0.0,375.80042169712647,0.0,read_individuals(60)->write_individuals(60)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->read_frequency(2)->write_frequency(2),beegfs,beegfs,ssd,beegfs,beegfs,-,170.937830,0.013478,-,-,0.379853,0.005983,-,55.929990,2.289903,0.007090,375.800422,-,0.994285,0.400953,-,-,0.731962,0.095951,-
5,609.6181789759827,55.783175261131774,0.0,0.4409873844886471,16.927044469242663,15.63347644527368,0.4955385039742755,368.8766173714326,150.6653392667665,0.796000273672508,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(7),ssd,beegfs,beegfs,tmpfs,tmpfs,55.783175,16.903609,0.023436,368.876617,-,0.379853,0.005983,0.047400,-,15.630523,0.002954,150.665339,0.440987,0.330359,0.165180,0.796000,0.278444,0.164375,0.027659,0.796000
5,609.9505539140815,55.783175261131774,0.0,0.4409873844886471,16.927044469242663,15.63347644527368,0.827913442073149,368.8766173714326,150.6653392667665,0.796000273672508,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(2)->write_mutation_overlap(2)->stage_out_frequency(7),ssd,beegfs,beegfs,tmpfs,beegfs,55.783175,16.903609,0.023436,368.876617,-,0.379853,0.005983,0.047400,-,15.630523,0.002954,150.665339,0.440987,0.330359,0.165180,0.796000,-,0.731962,0.095951,-
5,610.1175387409445,55.783175261131774,0.0,0.4409873844886471,16.927044469242663,15.63347644527368,0.4955385039742755,368.8766173714326,150.6653392667665,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(17),ssd,beegfs,beegfs,tmpfs,ssd,55.783175,16.903609,0.023436,368.876617,-,0.379853,0.005983,0.047400,-,15.630523,0.002954,150.665339,0.440987,0.330359,0.165180,0.796000,0.113322,0.158550,0.211889,1.295360
5,610.3553356332408,55.783175261131774,0.0,0.278444159955141,16.927044469242663,15.63347644527368,1.3952383857659216,368.8766173714326,150.6653392667665,0.796000273672508,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(7),ssd,beegfs,beegfs,beegfs,tmpfs,55.783175,16.903609,0.023436,368.876617,-,0.379853,0.005983,0.047400,-,15.630523,0.002954,150.665339,-,0.994285,0.400953,-,0.278444,0.164375,0.027659,0.796000
5,610.6651673912484,55.783175261131774,0.0,0.278444159955141,16.927044469242663,15.63347644527368,1.2057103788116597,368.8766173714326,150.6653392667665,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,tmpfs,55.783175,16.903609,0.023436,368.876617,-,0.379853,0.005983,0.047400,-,15.630523,0.002954,150.665339,0.175477,0.328613,0.877097,1.295360,0.278444,0.164375,0.027659,0.796000
2,614.0882001013649,149.15586677519224,150.6653392667665,0.0,41.21535671952389,2.5761969444528523,1.9119073769722115,133.63708675312816,134.9264462653291,0.0,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->read_frequency(5)->write_frequency(5),tmpfs,beegfs,tmpfs,beegfs,beegfs,149.155867,41.213463,0.001893,133.637087,-,0.484061,0.009069,-,150.665339,2.575059,0.001138,134.926446,-,1.318713,0.593194,-,-,0.915467,0.149858,-
10,615.3078881861293,0.0,55.92999014817022,0.0,131.5655812855105,1.457418696797552,0.8398983585495854,49.71457799997497,375.80042169712647,0.0,read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->read_frequency(1)->write_frequency(1),beegfs,ssd,ssd,beegfs,beegfs,-,131.556948,0.008634,49.714578,0.018175,0.054540,0.010549,0.082685,55.929990,1.452319,0.005100,375.800422,-,0.628339,0.211559,-,-,0.476881,0.058366,-
10,616.4733257256132,149.15586677519224,0.0,0.0,15.835068930272664,8.03985426189517,0.8398983585495854,442.5427861294926,0.0598512702109638,0.0,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(16)->read_sifting(1)->write_sifting(1)->stage_out_individuals_merge(12)->read_frequency(1)->write_frequency(1),tmpfs,tmpfs,beegfs,beegfs,beegfs,149.155867,15.834522,0.000547,442.542786,-,0.081373,0.001725,0.059851,-,8.038011,0.001843,-,-,0.628339,0.211559,-,-,0.476881,0.058366,-
2,624.299592355278,55.783175261131774,0.0,0.0,101.50722572168667,18.265096544493474,1.9119073769722115,446.7495029402058,0.0826845107881706,0.0,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(14)->read_sifting(5)->write_sifting(5)->stage_out_individuals_merge(30)->read_frequency(5)->write_frequency(5),ssd,ssd,beegfs,beegfs,beegfs,55.783175,101.436210,0.071016,446.749503,-,0.120712,0.031194,0.082685,-,18.260633,0.004464,-,-,1.318713,0.593194,-,-,0.915467,0.149858,-
5,627.1491223188762,149.15586677519224,0.0,0.0,18.36190331294077,15.63347644527368,1.3952383857659216,442.5427861294926,0.0598512702109638,0.0,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(16)->read_sifting(2)->write_sifting(2)->stage_out_individuals_merge(12)->read_frequency(2)->write_frequency(2),tmpfs,tmpfs,beegfs,beegfs,beegfs,149.155867,18.361113,0.000790,442.542786,-,0.090208,0.001890,0.059851,-,15.630523,0.002954,-,-,0.994285,0.400953,-,-,0.731962,0.095951,-
10,629.3271308771072,0.0,55.92999014817022,0.1133218168415363,131.5655812855105,1.457418696797552,0.8398983585495854,0.0,438.1255605326034,1.295360038634333,read_individuals(30)->write_individuals(30)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(5)->stage_in_mutation_overlap(17)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(17),beegfs,beegfs,ssd,beegfs,ssd,-,131.556948,0.008634,-,-,0.211195,0.003812,0.018175,55.929990,1.452319,0.005100,438.125561,-,0.628339,0.211559,-,0.113322,0.092998,0.154651,1.295360
10,629.3275692354645,0.0,55.92999014817022,0.1754765717028859,131.5655812855105,1.457418696797552,0.7781819620456173,0.0,438.1255605326034,1.295360038634333,read_individuals(30)->write_individuals(30)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),beegfs,beegfs,ssd,ssd,beegfs,-,131.556948,0.008634,-,-,0.211195,0.003812,0.018175,55.929990,1.452319,0.005100,438.125561,0.175477,0.211945,0.566237,1.295360,-,0.476881,0.058366,-
10,629.3275692354645,0.0,55.92999014817022,0.1754765717028859,131.5655812855105,1.457418696797552,0.7781819620456173,0.0,438.1255605326034,1.295360038634333,read_individuals(30)->write_individuals(30)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),beegfs,beegfs,ssd,ssd,ssd,-,131.556948,0.008634,-,-,0.211195,0.003812,0.018175,55.929990,1.452319,0.005100,438.125561,0.175477,0.211945,0.566237,1.295360,0.113322,0.092998,0.154651,1.295360
2,653.1508648158854,149.15586677519224,0.0,0.0,41.21535671952389,18.265096544493474,1.9119073769722115,442.5427861294926,0.0598512702109638,0.0,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(16)->read_sifting(5)->write_sifting(5)->stage_out_individuals_merge(12)->read_frequency(5)->write_frequency(5),tmpfs,tmpfs,beegfs,beegfs,beegfs,149.155867,41.213463,0.001893,442.542786,-,0.094345,0.002370,0.059851,-,18.260633,0.004464,-,-,1.318713,0.593194,-,-,0.915467,0.149858,-
5,656.0885295663397,0.0,55.92999014817022,0.0,170.95130777733235,2.296993557969882,1.3952383857659216,49.71457799997497,375.80042169712647,0.0,read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->read_frequency(2)->write_frequency(2),beegfs,ssd,ssd,beegfs,beegfs,-,170.937830,0.013478,49.714578,0.018175,0.089313,0.014552,0.082685,55.929990,2.289903,0.007090,375.800422,-,0.994285,0.400953,-,-,0.731962,0.095951,-
5,669.9803990052247,0.0,55.92999014817022,0.1754765717028859,170.95130777733235,2.296993557969882,1.2057103788116597,0.0,438.1255605326034,1.295360038634333,read_individuals(60)->write_individuals(60)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),beegfs,beegfs,ssd,ssd,beegfs,-,170.937830,0.013478,-,-,0.379853,0.005983,0.018175,55.929990,2.289903,0.007090,438.125561,0.175477,0.328613,0.877097,1.295360,-,0.731962,0.095951,-
5,669.9803990052247,0.0,55.92999014817022,0.1754765717028859,170.95130777733235,2.296993557969882,1.2057103788116597,0.0,438.1255605326034,1.295360038634333,read_individuals(60)->write_individuals(60)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),beegfs,beegfs,ssd,ssd,ssd,-,170.937830,0.013478,-,-,0.379853,0.005983,0.018175,55.929990,2.289903,0.007090,438.125561,0.175477,0.328613,0.877097,1.295360,0.113322,0.158550,0.211889,1.295360
5,670.1077722573176,0.0,55.92999014817022,0.1133218168415363,170.95130777733235,2.296993557969882,1.3952383857659216,0.0,438.1255605326034,1.295360038634333,read_individuals(60)->write_individuals(60)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(5)->stage_in_mutation_overlap(17)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(17),beegfs,beegfs,ssd,beegfs,ssd,-,170.937830,0.013478,-,-,0.379853,0.005983,0.018175,55.929990,2.289903,0.007090,438.125561,-,0.994285,0.400953,-,0.113322,0.158550,0.211889,1.295360
10,679.0417088770821,0.0,55.92999014817022,0.1133218168415363,131.5655812855105,1.457418696797552,0.8398983585495854,49.71457799997497,438.1255605326034,1.295360038634333,read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(5)->stage_in_mutation_overlap(17)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(17),beegfs,ssd,ssd,beegfs,ssd,-,131.556948,0.008634,49.714578,0.018175,0.054540,0.010549,0.814689,55.929990,1.452319,0.005100,438.125561,-,0.628339,0.211559,-,0.113322,0.092998,0.154651,1.295360
10,679.0421472354394,0.0,55.92999014817022,0.1754765717028859,131.5655812855105,1.457418696797552,0.7781819620456173,49.71457799997497,438.1255605326034,1.295360038634333,read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),beegfs,ssd,ssd,ssd,beegfs,-,131.556948,0.008634,49.714578,0.018175,0.054540,0.010549,0.814689,55.929990,1.452319,0.005100,438.125561,0.175477,0.211945,0.566237,1.295360,-,0.476881,0.058366,-
10,679.0421472354394,0.0,55.92999014817022,0.1754765717028859,131.5655812855105,1.457418696797552,0.7781819620456173,49.71457799997497,438.1255605326034,1.295360038634333,read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),beegfs,ssd,ssd,ssd,ssd,-,131.556948,0.008634,49.714578,0.018175,0.054540,0.010549,0.814689,55.929990,1.452319,0.005100,438.125561,0.175477,0.211945,0.566237,1.295360,0.113322,0.092998,0.154651,1.295360
2,681.555579848136,55.783175261131774,0.0,0.1133218168415363,101.50722572168667,18.265096544493474,1.9119073769722115,446.7495029402058,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(14)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(5)->write_frequency(5)->stage_out_mutation_overlap(17),ssd,ssd,beegfs,beegfs,ssd,55.783175,101.436210,0.071016,446.749503,-,0.120712,0.031194,0.814689,-,18.260633,0.004464,55.929990,-,1.318713,0.593194,-,0.113322,0.219688,0.470526,1.295360
2,682.1655673533118,55.783175261131774,0.0,0.1754765717028859,101.50722572168667,18.265096544493474,2.4597401272865698,446.7495029402058,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(14)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),ssd,ssd,beegfs,ssd,beegfs,55.783175,101.436210,0.071016,446.749503,-,0.120712,0.031194,0.814689,-,18.260633,0.004464,55.929990,0.175477,0.402953,2.056787,1.295360,-,0.915467,0.149858,-
2,682.1655673533118,55.783175261131774,0.0,0.1754765717028859,101.50722572168667,18.265096544493474,2.4597401272865698,446.7495029402058,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(14)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),ssd,ssd,beegfs,ssd,ssd,55.783175,101.436210,0.071016,446.749503,-,0.120712,0.031194,0.814689,-,18.260633,0.004464,55.929990,0.175477,0.402953,2.056787,1.295360,0.113322,0.219688,0.470526,1.295360
2,696.8334534123661,55.783175261131774,0.0,0.4409873844886471,101.50722572168667,18.265096544493474,0.49901158869389306,368.8766173714326,150.6653392667665,0.796000273672508,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(30)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(5)->write_frequency(5)->stage_out_frequency(7),ssd,beegfs,beegfs,tmpfs,tmpfs,55.783175,101.436210,0.071016,368.876617,-,0.484061,0.009069,0.047400,-,18.260633,0.004464,150.665339,0.440987,0.331800,0.167212,0.796000,0.278444,0.181099,0.032615,0.796000
2,697.3997671602843,55.783175261131774,0.0,0.4409873844886471,101.50722572168667,18.265096544493474,1.0653253366121218,368.8766173714326,150.6653392667665,0.796000273672508,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(30)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(5)->write_mutation_overlap(5)->stage_out_frequency(7),ssd,beegfs,beegfs,tmpfs,beegfs,55.783175,101.436210,0.071016,368.876617,-,0.484061,0.009069,0.047400,-,18.260633,0.004464,150.665339,0.440987,0.331800,0.167212,0.796000,-,0.915467,0.149858,-
2,697.5240151023665,55.783175261131774,0.0,0.4409873844886471,101.50722572168667,18.265096544493474,0.6902135137325769,368.8766173714326,150.6653392667665,1.295360038634333,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(30)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(5)->write_mutation_overlap(5)->stage_out_mutation_overlap(17),ssd,beegfs,beegfs,tmpfs,ssd,55.783175,101.436210,0.071016,368.876617,-,0.484061,0.009069,0.047400,-,18.260633,0.004464,150.665339,0.440987,0.331800,0.167212,0.796000,0.113322,0.219688,0.470526,1.295360
2,698.0838059761109,55.783175261131774,0.0,0.278444159955141,101.50722572168667,18.265096544493474,1.9119073769722115,368.8766173714326,150.6653392667665,0.796000273672508,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(30)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(5)->write_frequency(5)->stage_out_mutation_overlap(7),ssd,beegfs,beegfs,beegfs,tmpfs,55.783175,101.436210,0.071016,368.876617,-,0.484061,0.009069,0.047400,-,18.260633,0.004464,150.665339,-,1.318713,0.593194,-,0.278444,0.181099,0.032615,0.796000
2,699.1309984913871,55.783175261131774,0.0,0.278444159955141,101.50722572168667,18.265096544493474,2.4597401272865698,368.8766173714326,150.6653392667665,1.295360038634333,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(30)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,tmpfs,55.783175,101.436210,0.071016,368.876617,-,0.484061,0.009069,0.047400,-,18.260633,0.004464,150.665339,0.175477,0.402953,2.056787,1.295360,0.278444,0.181099,0.032615,0.796000
10,702.7547440707476,0.0,55.92999014817022,0.0,131.5655812855105,1.457418696797552,0.8398983585495854,137.1614338845933,375.80042169712647,0.0,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->read_frequency(1)->write_frequency(1),beegfs,tmpfs,ssd,beegfs,beegfs,-,131.556948,0.008634,137.161434,0.047400,0.081373,0.001725,0.059851,55.929990,1.452319,0.005100,375.800422,-,0.628339,0.211559,-,-,0.476881,0.058366,-
5,719.6949770051997,0.0,55.92999014817022,0.1754765717028859,170.95130777733235,2.296993557969882,1.2057103788116597,49.71457799997497,438.1255605326034,1.295360038634333,read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),beegfs,ssd,ssd,ssd,beegfs,-,170.937830,0.013478,49.714578,0.018175,0.089313,0.014552,0.814689,55.929990,2.289903,0.007090,438.125561,0.175477,0.328613,0.877097,1.295360,-,0.731962,0.095951,-
5,719.6949770051997,0.0,55.92999014817022,0.1754765717028859,170.95130777733235,2.296993557969882,1.2057103788116597,49.71457799997497,438.1255605326034,1.295360038634333,read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(5)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),beegfs,ssd,ssd,ssd,ssd,-,170.937830,0.013478,49.714578,0.018175,0.089313,0.014552,0.814689,55.929990,2.289903,0.007090,438.125561,0.175477,0.328613,0.877097,1.295360,0.113322,0.158550,0.211889,1.295360
5,719.8223502572926,0.0,55.92999014817022,0.1133218168415363,170.95130777733235,2.296993557969882,1.3952383857659216,49.71457799997497,438.1255605326034,1.295360038634333,read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->stage_in_sifting(15)->read_sifting(2)->write_sifting(2)->stage_out_sifting(5)->stage_in_mutation_overlap(17)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(17),beegfs,ssd,ssd,beegfs,ssd,-,170.937830,0.013478,49.714578,0.018175,0.089313,0.014552,0.814689,55.929990,2.289903,0.007090,438.125561,-,0.994285,0.400953,-,0.113322,0.158550,0.211889,1.295360
