nodes,total,in_o1,in_o2,in_o3,exec_o1,exec_o2,exec_o3,out_o1,out_o2,out_o3,critical_path,individuals_stor,individuals_merge_stor,sifting_stor,frequency_stor,mutation_overlap_stor,in_individuals,read_individuals,write_individuals,out_individuals,in_individuals_merge,read_individuals_merge,write_individuals_merge,out_individuals_merge,in_sifting,read_sifting,write_sifting,out_sifting,in_frequency,read_frequency,write_frequency,out_frequency,in_mutation_overlap,read_mutation_overlap,write_mutation_overlap,out_mutation_overlap
2,402.1339736781318,149.15586677519224,0.0,0.1754765717028859,41.21535671952389,18.265096544493474,2.4597401272865698,133.63708675312816,55.92999014817022,1.295360038634333,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),tmpfs,beegfs,beegfs,ssd,beegfs,149.155867,41.213463,0.001893,133.637087,-,0.484061,0.009069,0.018175,-,18.260633,0.004464,55.929990,0.175477,0.402953,2.056787,1.295360,-,0.915467,0.149858,-
2,402.1339736781318,149.15586677519224,0.0,0.1754765717028859,41.21535671952389,18.265096544493474,2.4597401272865698,133.63708675312816,55.92999014817022,1.295360038634333,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),tmpfs,beegfs,beegfs,ssd,ssd,149.155867,41.213463,0.001893,133.637087,-,0.484061,0.009069,0.018175,-,18.260633,0.004464,55.929990,0.175477,0.402953,2.056787,1.295360,0.113322,0.219688,0.470526,1.295360
10,419.9424846813102,0.0,150.6653392667665,0.0,131.5655812855105,1.945219505154512,0.8398983585495854,0.0,134.9264462653291,0.0,read_individuals(30)->write_individuals(30)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->read_frequency(1)->write_frequency(1),beegfs,beegfs,tmpfs,beegfs,beegfs,-,131.556948,0.008634,-,-,0.211195,0.003812,-,150.665339,1.944386,0.000833,134.926446,-,0.628339,0.211559,-,-,0.476881,0.058366,-
10,429.1962129720928,0.0,0.0473995616690666,0.4409873844886471,131.5655812855105,8.03985426189517,0.4796170534971776,137.1614338845933,150.6653392667665,0.796000273672508,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(7),beegfs,tmpfs,beegfs,tmpfs,tmpfs,-,131.556948,0.008634,137.161434,0.047400,0.081373,0.001725,0.813432,-,8.038011,0.001843,150.665339,0.440987,0.327892,0.151725,0.796000,0.278444,0.134989,0.024676,0.796000
10,429.2518427466633,0.0,0.0473995616690666,0.4409873844886471,131.5655812855105,8.03985426189517,0.5352468280676657,137.1614338845933,150.6653392667665,0.796000273672508,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(1)->write_mutation_overlap(1)->stage_out_frequency(7),beegfs,tmpfs,beegfs,tmpfs,beegfs,-,131.556948,0.008634,137.161434,0.047400,0.081373,0.001725,0.813432,-,8.038011,0.001843,150.665339,0.440987,0.327892,0.151725,0.796000,-,0.476881,0.058366,-
10,429.3939510526117,0.0,0.0473995616690666,0.278444159955141,131.5655812855105,8.03985426189517,0.8398983585495854,137.1614338845933,150.6653392667665,0.796000273672508,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(7),beegfs,tmpfs,beegfs,beegfs,tmpfs,-,131.556948,0.008634,137.161434,0.047400,0.081373,0.001725,0.813432,-,8.038011,0.001843,150.665339,-,0.628339,0.211559,-,0.278444,0.134989,0.024676,0.796000
10,448.08274402721406,55.783175261131774,0.0,0.0,14.543198774204944,8.03985426189517,0.8398983585495854,368.8766173714326,0.0,0.0,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->read_frequency(1)->write_frequency(1),ssd,beegfs,beegfs,beegfs,beegfs,55.783175,14.528248,0.014951,368.876617,-,0.211195,0.003812,-,-,8.038011,0.001843,-,-,0.628339,0.211559,-,-,0.476881,0.058366,-
5,458.61555193284664,55.783175261131774,0.0,0.0,16.927044469242663,15.63347644527368,1.3952383857659216,368.8766173714326,0.0,0.0,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->read_frequency(2)->write_frequency(2),ssd,beegfs,beegfs,beegfs,beegfs,55.783175,16.903609,0.023436,368.876617,-,0.379853,0.005983,-,-,15.630523,0.002954,-,-,0.994285,0.400953,-,-,0.731962,0.095951,-
10,459.0498206989131,149.15586677519224,0.0,0.4409873844886471,15.835068930272664,8.03985426189517,0.4796170534971776,133.63708675312816,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(7),tmpfs,beegfs,beegfs,tmpfs,tmpfs,149.155867,15.834522,0.000547,133.637087,-,0.211195,0.003812,0.047400,-,8.038011,0.001843,150.665339,0.440987,0.327892,0.151725,0.796000,0.278444,0.134989,0.024676,0.796000
10,459.10545047348353,149.15586677519224,0.0,0.4409873844886471,15.835068930272664,8.03985426189517,0.5352468280676657,133.63708675312816,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(1)->write_mutation_overlap(1)->stage_out_frequency(7),tmpfs,beegfs,beegfs,tmpfs,beegfs,149.155867,15.834522,0.000547,133.637087,-,0.211195,0.003812,0.047400,-,8.038011,0.001843,150.665339,0.440987,0.327892,0.151725,0.796000,-,0.476881,0.058366,-
10,459.247558779432,149.15586677519224,0.0,0.278444159955141,15.835068930272664,8.03985426189517,0.8398983585495854,133.63708675312816,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(7),tmpfs,beegfs,beegfs,beegfs,tmpfs,149.155867,15.834522,0.000547,133.637087,-,0.211195,0.003812,0.047400,-,8.038011,0.001843,150.665339,-,0.628339,0.211559,-,0.278444,0.134989,0.024676,0.796000
10,459.5491804638749,149.15586677519224,0.0,0.4409873844886471,15.835068930272664,8.03985426189517,0.4796170534971776,133.63708675312816,150.6653392667665,1.295360038634333,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(17),tmpfs,beegfs,beegfs,tmpfs,ssd,149.155867,15.834522,0.000547,133.637087,-,0.211195,0.003812,0.047400,-,8.038011,0.001843,150.665339,0.440987,0.327892,0.151725,0.796000,0.113322,0.092998,0.154651,1.295360
10,459.6852021478898,149.15586677519224,0.0,0.278444159955141,15.835068930272664,8.03985426189517,0.7781819620456173,133.63708675312816,150.6653392667665,1.295360038634333,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),tmpfs,beegfs,beegfs,ssd,tmpfs,149.155867,15.834522,0.000547,133.637087,-,0.211195,0.003812,0.047400,-,8.038011,0.001843,150.665339,0.175477,0.211945,0.566237,1.295360,0.278444,0.134989,0.024676,0.796000
5,460.1695988194922,0.0,150.6653392667665,0.0,170.95130777733235,2.23126712429835,1.3952383857659216,0.0,134.9264462653291,0.0,read_individuals(60)->write_individuals(60)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->read_frequency(2)->write_frequency(2),beegfs,beegfs,tmpfs,beegfs,beegfs,-,170.937830,0.013478,-,-,0.379853,0.005983,-,150.665339,2.230351,0.000917,134.926446,-,0.994285,0.400953,-,-,0.731962,0.095951,-
5,469.1861987154368,149.15586677519224,0.0,0.4409873844886471,18.36190331294077,15.63347644527368,0.4955385039742755,133.63708675312816,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(7),tmpfs,beegfs,beegfs,tmpfs,tmpfs,149.155867,18.361113,0.000790,133.637087,-,0.379853,0.005983,0.047400,-,15.630523,0.002954,150.665339,0.440987,0.330359,0.165180,0.796000,0.278444,0.164375,0.027659,0.796000
5,469.51857365353567,149.15586677519224,0.0,0.4409873844886471,18.36190331294077,15.63347644527368,0.827913442073149,133.63708675312816,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(2)->write_mutation_overlap(2)->stage_out_frequency(7),tmpfs,beegfs,beegfs,tmpfs,beegfs,149.155867,18.361113,0.000790,133.637087,-,0.379853,0.005983,0.047400,-,15.630523,0.002954,150.665339,0.440987,0.330359,0.165180,0.796000,-,0.731962,0.095951,-
10,469.6570626812852,0.0,150.6653392667665,0.0,131.5655812855105,1.945219505154512,0.8398983585495854,49.71457799997497,134.9264462653291,0.0,read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->read_frequency(1)->write_frequency(1),beegfs,ssd,tmpfs,beegfs,beegfs,-,131.556948,0.008634,49.714578,0.018175,0.054540,0.010549,0.082685,150.665339,1.944386,0.000833,134.926446,-,0.628339,0.211559,-,-,0.476881,0.058366,-
5,469.6855584803986,149.15586677519224,0.0,0.4409873844886471,18.36190331294077,15.63347644527368,0.4955385039742755,133.63708675312816,150.6653392667665,1.295360038634333,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(17),tmpfs,beegfs,beegfs,tmpfs,ssd,149.155867,18.361113,0.000790,133.637087,-,0.379853,0.005983,0.047400,-,15.630523,0.002954,150.665339,0.440987,0.330359,0.165180,0.796000,0.113322,0.158550,0.211889,1.295360
5,469.9233553726949,149.15586677519224,0.0,0.278444159955141,18.36190331294077,15.63347644527368,1.3952383857659216,133.63708675312816,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(7),tmpfs,beegfs,beegfs,beegfs,tmpfs,149.155867,18.361113,0.000790,133.637087,-,0.379853,0.005983,0.047400,-,15.630523,0.002954,150.665339,-,0.994285,0.400953,-,0.278444,0.164375,0.027659,0.796000
5,470.2331871307025,149.15586677519224,0.0,0.278444159955141,18.36190331294077,15.63347644527368,1.2057103788116597,133.63708675312816,150.6653392667665,1.295360038634333,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),tmpfs,beegfs,beegfs,ssd,tmpfs,149.155867,18.361113,0.000790,133.637087,-,0.379853,0.005983,0.047400,-,15.630523,0.002954,150.665339,0.175477,0.328613,0.877097,1.295360,0.278444,0.164375,0.027659,0.796000
5,476.1914830977703,0.0,0.0473995616690666,0.4409873844886471,170.95130777733235,15.63347644527368,0.4955385039742755,137.1614338845933,150.6653392667665,0.796000273672508,read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(2)->write_frequency(2)->stage_out_frequency(7),beegfs,tmpfs,beegfs,tmpfs,tmpfs,-,170.937830,0.013478,137.161434,0.047400,0.090208,0.001890,0.813432,-,15.630523,0.002954,150.665339,0.440987,0.330359,0.165180,0.796000,0.278444,0.164375,0.027659,0.796000
5,476.5238580358691,0.0,0.0473995616690666,0.4409873844886471,170.95130777733235,15.63347644527368,0.827913442073149,137.1614338845933,150.6653392667665,0.796000273672508,read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(2)->write_mutation_overlap(2)->stage_out_frequency(7),beegfs,tmpfs,beegfs,tmpfs,beegfs,-,170.937830,0.013478,137.161434,0.047400,0.090208,0.001890,0.813432,-,15.630523,0.002954,150.665339,0.440987,0.330359,0.165180,0.796000,-,0.731962,0.095951,-
5,476.9286397550284,0.0,0.0473995616690666,0.278444159955141,170.95130777733235,15.63347644527368,1.3952383857659216,137.1614338845933,150.6653392667665,0.796000273672508,read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_individuals_merge(12)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(7),beegfs,tmpfs,beegfs,beegfs,tmpfs,-,170.937830,0.013478,137.161434,0.047400,0.090208,0.001890,0.813432,-,15.630523,0.002954,150.665339,-,0.994285,0.400953,-,0.278444,0.164375,0.027659,0.796000
2,494.6747453059593,149.15586677519224,0.0,0.4409873844886471,41.21535671952389,18.265096544493474,0.49901158869389306,133.63708675312816,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_frequency(5)->read_frequency(5)->write_frequency(5)->stage_out_frequency(7),tmpfs,beegfs,beegfs,tmpfs,tmpfs,149.155867,41.213463,0.001893,133.637087,-,0.484061,0.009069,0.047400,-,18.260633,0.004464,150.665339,0.440987,0.331800,0.167212,0.796000,0.278444,0.181099,0.032615,0.796000
2,495.2410590538775,149.15586677519224,0.0,0.4409873844886471,41.21535671952389,18.265096544493474,1.0653253366121218,133.63708675312816,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(5)->write_mutation_overlap(5)->stage_out_frequency(7),tmpfs,beegfs,beegfs,tmpfs,beegfs,149.155867,41.213463,0.001893,133.637087,-,0.484061,0.009069,0.047400,-,18.260633,0.004464,150.665339,0.440987,0.331800,0.167212,0.796000,-,0.915467,0.149858,-
2,495.3653069959598,149.15586677519224,0.0,0.4409873844886471,41.21535671952389,18.265096544493474,0.6902135137325769,133.63708675312816,150.6653392667665,1.295360038634333,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_frequency(5)->read_mutation_overlap(5)->write_mutation_overlap(5)->stage_out_mutation_overlap(17),tmpfs,beegfs,beegfs,tmpfs,ssd,149.155867,41.213463,0.001893,133.637087,-,0.484061,0.009069,0.047400,-,18.260633,0.004464,150.665339,0.440987,0.331800,0.167212,0.796000,0.113322,0.219688,0.470526,1.295360
2,495.92509786970413,149.15586677519224,0.0,0.278444159955141,41.21535671952389,18.265096544493474,1.9119073769722115,133.63708675312816,150.6653392667665,0.796000273672508,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(5)->write_frequency(5)->stage_out_mutation_overlap(7),tmpfs,beegfs,beegfs,beegfs,tmpfs,149.155867,41.213463,0.001893,133.637087,-,0.484061,0.009069,0.047400,-,18.260633,0.004464,150.665339,-,1.318713,0.593194,-,0.278444,0.181099,0.032615,0.796000
2,496.9722903849803,149.15586677519224,0.0,0.278444159955141,41.21535671952389,18.265096544493474,2.4597401272865698,133.63708675312816,150.6653392667665,1.295360038634333,stage_in_individuals(7)->read_individuals(150)->write_individuals(150)->stage_out_individuals(12)->read_sifting(5)->write_sifting(5)->stage_out_sifting(6)->stage_in_mutation_overlap(5)->read_frequency(5)->write_frequency(5)->stage_out_frequency(17),tmpfs,beegfs,beegfs,ssd,tmpfs,149.155867,41.213463,0.001893,133.637087,-,0.484061,0.009069,0.047400,-,18.260633,0.004464,150.665339,0.175477,0.402953,2.056787,1.295360,0.278444,0.181099,0.032615,0.796000
10,505.4214160308602,55.783175261131774,0.0,0.1133218168415363,14.543198774204944,8.03985426189517,0.8398983585495854,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(17),ssd,beegfs,beegfs,beegfs,ssd,55.783175,14.528248,0.014951,368.876617,-,0.211195,0.003812,0.018175,-,8.038011,0.001843,55.929990,-,0.628339,0.211559,-,0.113322,0.092998,0.154651,1.295360
10,505.4218543892176,55.783175261131774,0.0,0.1754765717028859,14.543198774204944,8.03985426189517,0.7781819620456173,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,beegfs,55.783175,14.528248,0.014951,368.876617,-,0.211195,0.003812,0.018175,-,8.038011,0.001843,55.929990,0.175477,0.211945,0.566237,1.295360,-,0.476881,0.058366,-
10,505.4218543892176,55.783175261131774,0.0,0.1754765717028859,14.543198774204944,8.03985426189517,0.7781819620456173,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(30)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,ssd,55.783175,14.528248,0.014951,368.876617,-,0.211195,0.003812,0.018175,-,8.038011,0.001843,55.929990,0.175477,0.211945,0.566237,1.295360,0.113322,0.092998,0.154651,1.295360
5,509.88417681946714,0.0,150.6653392667665,0.0,170.95130777733235,2.23126712429835,1.3952383857659216,49.71457799997497,134.9264462653291,0.0,read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->read_frequency(2)->write_frequency(2),beegfs,ssd,tmpfs,beegfs,beegfs,-,170.937830,0.013478,49.714578,0.018175,0.089313,0.014552,0.082685,150.665339,2.230351,0.000917,134.926446,-,0.994285,0.400953,-,-,0.731962,0.095951,-
5,515.8268506843998,55.783175261131774,0.0,0.1754765717028859,16.927044469242663,15.63347644527368,1.2057103788116597,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,beegfs,55.783175,16.903609,0.023436,368.876617,-,0.379853,0.005983,0.018175,-,15.630523,0.002954,55.929990,0.175477,0.328613,0.877097,1.295360,-,0.731962,0.095951,-
5,515.8268506843998,55.783175261131774,0.0,0.1754765717028859,16.927044469242663,15.63347644527368,1.2057103788116597,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),ssd,beegfs,beegfs,ssd,ssd,55.783175,16.903609,0.023436,368.876617,-,0.379853,0.005983,0.018175,-,15.630523,0.002954,55.929990,0.175477,0.328613,0.877097,1.295360,0.113322,0.158550,0.211889,1.295360
5,515.9542239364928,55.783175261131774,0.0,0.1133218168415363,16.927044469242663,15.63347644527368,1.3952383857659216,368.8766173714326,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(30)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(2)->write_frequency(2)->stage_out_mutation_overlap(17),ssd,beegfs,beegfs,beegfs,ssd,55.783175,16.903609,0.023436,368.876617,-,0.379853,0.005983,0.018175,-,15.630523,0.002954,55.929990,-,0.994285,0.400953,-,0.113322,0.158550,0.211889,1.295360
10,526.0383141067755,55.783175261131774,0.0,0.0,14.543198774204944,8.03985426189517,0.8398983585495854,446.7495029402058,0.0826845107881706,0.0,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(14)->read_sifting(1)->write_sifting(1)->stage_out_individuals_merge(30)->read_frequency(1)->write_frequency(1),ssd,ssd,beegfs,beegfs,beegfs,55.783175,14.528248,0.014951,446.749503,-,0.054540,0.010549,0.082685,-,8.038011,0.001843,-,-,0.628339,0.211559,-,-,0.476881,0.058366,-
5,536.571122012408,55.783175261131774,0.0,0.0,16.927044469242663,15.63347644527368,1.3952383857659216,446.7495029402058,0.0826845107881706,0.0,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(14)->read_sifting(2)->write_sifting(2)->stage_out_individuals_merge(30)->read_frequency(2)->write_frequency(2),ssd,ssd,beegfs,beegfs,beegfs,55.783175,16.903609,0.023436,446.749503,-,0.089313,0.014552,0.082685,-,15.630523,0.002954,-,-,0.994285,0.400953,-,-,0.731962,0.095951,-
2,546.3440222757167,55.783175261131774,0.0,0.0,101.50722572168667,18.265096544493474,1.9119073769722115,368.8766173714326,0.0,0.0,stage_in_individuals(16)->read_individuals(150)->write_individuals(150)->stage_out_individuals(30)->read_sifting(5)->write_sifting(5)->read_frequency(5)->write_frequency(5),ssd,beegfs,beegfs,beegfs,beegfs,55.783175,101.436210,0.071016,368.876617,-,0.484061,0.009069,-,-,18.260633,0.004464,-,-,1.318713,0.593194,-,-,0.915467,0.149858,-
10,557.1039185659035,0.0,150.6653392667665,0.0,131.5655812855105,1.945219505154512,0.8398983585495854,137.1614338845933,134.9264462653291,0.0,read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->read_frequency(1)->write_frequency(1),beegfs,tmpfs,tmpfs,beegfs,beegfs,-,131.556948,0.008634,137.161434,0.047400,0.081373,0.001725,0.059851,150.665339,1.944386,0.000833,134.926446,-,0.628339,0.211559,-,-,0.476881,0.058366,-
10,565.5933101861543,0.0,55.92999014817022,0.0,131.5655812855105,1.457418696797552,0.8398983585495854,0.0,375.80042169712647,0.0,read_individuals(30)->write_individuals(30)->stage_in_sifting(15)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->read_frequency(1)->write_frequency(1),beegfs,beegfs,ssd,beegfs,beegfs,-,131.556948,0.008634,-,-,0.211195,0.003812,-,55.929990,1.452319,0.005100,375.800422,-,0.628339,0.211559,-,-,0.476881,0.058366,-
10,583.2943015996334,55.783175261131774,0.0,0.1133218168415363,14.543198774204944,8.03985426189517,0.8398983585495854,446.7495029402058,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(14)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_mutation_overlap(17)->read_frequency(1)->write_frequency(1)->stage_out_mutation_overlap(17),ssd,ssd,beegfs,beegfs,ssd,55.783175,14.528248,0.014951,446.749503,-,0.054540,0.010549,0.814689,-,8.038011,0.001843,55.929990,-,0.628339,0.211559,-,0.113322,0.092998,0.154651,1.295360
10,583.2947399579907,55.783175261131774,0.0,0.1754765717028859,14.543198774204944,8.03985426189517,0.7781819620456173,446.7495029402058,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(14)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),ssd,ssd,beegfs,ssd,beegfs,55.783175,14.528248,0.014951,446.749503,-,0.054540,0.010549,0.814689,-,8.038011,0.001843,55.929990,0.175477,0.211945,0.566237,1.295360,-,0.476881,0.058366,-
10,583.2947399579907,55.783175261131774,0.0,0.1754765717028859,14.543198774204944,8.03985426189517,0.7781819620456173,446.7495029402058,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(30)->write_individuals(30)->stage_out_individuals(14)->read_sifting(1)->write_sifting(1)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(1)->write_frequency(1)->stage_out_frequency(17),ssd,ssd,beegfs,ssd,ssd,55.783175,14.528248,0.014951,446.749503,-,0.054540,0.010549,0.814689,-,8.038011,0.001843,55.929990,0.175477,0.211945,0.566237,1.295360,0.113322,0.092998,0.154651,1.295360
10,587.0049258543927,149.15586677519224,150.6653392667665,0.0,15.835068930272664,1.945219505154512,0.8398983585495854,133.63708675312816,134.9264462653291,0.0,stage_in_individuals(7)->read_individuals(30)->write_individuals(30)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(1)->write_sifting(1)->stage_out_sifting(6)->read_frequency(1)->write_frequency(1),tmpfs,beegfs,tmpfs,beegfs,beegfs,149.155867,15.834522,0.000547,133.637087,-,0.211195,0.003812,-,150.665339,1.944386,0.000833,134.926446,-,0.628339,0.211559,-,-,0.476881,0.058366,-
5,590.3731478834211,149.15586677519224,150.6653392667665,0.0,18.36190331294077,2.23126712429835,1.3952383857659216,133.63708675312816,134.9264462653291,0.0,stage_in_individuals(7)->read_individuals(60)->write_individuals(60)->stage_out_individuals(12)->stage_in_sifting(6)->read_sifting(2)->write_sifting(2)->stage_out_sifting(6)->read_frequency(2)->write_frequency(2),tmpfs,beegfs,tmpfs,beegfs,beegfs,149.155867,18.361113,0.000790,133.637087,-,0.379853,0.005983,-,150.665339,2.230351,0.000917,134.926446,-,0.994285,0.400953,-,-,0.731962,0.095951,-
5,593.699736253173,55.783175261131774,0.0,0.1754765717028859,16.927044469242663,15.63347644527368,1.2057103788116597,446.7495029402058,55.92999014817022,1.295360038634333,stage_in_individuals(16)->read_individuals(60)->write_individuals(60)->stage_out_individuals(14)->read_sifting(2)->write_sifting(2)->stage_out_sifting(15)->stage_in_frequency(16)->read_frequency(2)->write_frequency(2)->stage_out_frequency(17),ssd,ssd,beegfs,ssd,beegfs,55.783175,16.903609,0.023436,446.749503,-,0.089313,0.014552,0.814689,-,15.630523,0.002954,55.929990,0.175477,0.328613,0.877097,1.295360,-,0.731962,0.095951,-
